org_branch,type,mode,sum
N31-GREATER NOIDA BRANCH,Billed Wt,Air,28424.0
N31-GREATER NOIDA BRANCH,Volume,Ground,29249.0
N31-GREATER NOIDA BRANCH,Billed Wt,Ground,115786.0
N32-NOIDA PH3 BRANCH,Volume,Air,16526.0
N32-NOIDA PH3 BRANCH,Billed Wt,Air,29382.0
N32-NOIDA PH3 BRANCH,Volume,Ground,88132.0
N32-NOIDA PH3 BRANCH,Billed Wt,Ground,209827.0
N35-PARI CHOWK BRANCH,Volume,Air,6351.0
N35-PARI CHOWK BRANCH,Billed Wt,Air,10983.0
N35-PARI CHOWK BRANCH,Volume,Ground,29528.0
N35-PARI CHOWK BRANCH,Billed Wt,Ground,99676.0
N42-ECOTECH 12 NOIDA BRANCH,Volume,Air,2146.0
N42-ECOTECH 12 NOIDA BRANCH,Billed Wt,Air,1939.0
N42-ECOTECH 12 NOIDA BRANCH,Volume,Ground,14552.0
N42-ECOTECH 12 NOIDA BRANCH,Billed Wt,Ground,21518.0
N38-SRI NAGAR BRANCH,Volume,Air,2376.0
N38-SRI NAGAR BRANCH,Billed Wt,Air,6580.0
N38-SRI NAGAR BRANCH,Volume,Ground,13291.0
N38-SRI NAGAR BRANCH,Billed Wt,Ground,35881.0
S27-BALLABHGARH BRANCH,Volume,Air,9810.0
S27-BALLABHGARH BRANCH,Billed Wt,Air,16276.0
S27-BALLABHGARH BRANCH,Volume,Ground,37727.0
S27-BALLABHGARH BRANCH,Billed Wt,Ground,77193.0
S01-KHIRKI BRANCH,Volume,Air,15806.0
S01-KHIRKI BRANCH,Billed Wt,Air,16298.0
S01-KHIRKI BRANCH,Volume,Ground,80369.0
S01-KHIRKI BRANCH,Billed Wt,Ground,123050.0
S03-MAHIPALPUR BRANCH,Volume,Air,12562.0
S03-MAHIPALPUR BRANCH,Billed Wt,Air,14925.0
S03-MAHIPALPUR BRANCH,Volume,Ground,39235.0
S03-MAHIPALPUR BRANCH,Billed Wt,Ground,60854.0
S04-OKHLA BRANCH,Volume,Air,60870.0
S04-OKHLA BRANCH,Billed Wt,Air,100042.0
S04-OKHLA BRANCH,Volume,Ground,205235.0
S04-OKHLA BRANCH,Billed Wt,Ground,457132.0
S09-DWARKA BRANCH,Volume,Air,14320.0
S09-DWARKA BRANCH,Billed Wt,Air,11077.0
S09-DWARKA BRANCH,Volume,Ground,59057.0
S09-DWARKA BRANCH,Billed Wt,Ground,99634.0
S13-OKHLA APEX,Volume,Air,13.0
S13-OKHLA APEX,Billed Wt,Air,31.0
S13-OKHLA APEX,Volume,Ground,24.0
S13-OKHLA APEX,Billed Wt,Ground,38.0
S17-ASHRAM BRANCH,Volume,Air,14967.0
S17-ASHRAM BRANCH,Billed Wt,Air,13820.0
S17-ASHRAM BRANCH,Volume,Ground,65885.0
S17-ASHRAM BRANCH,Billed Wt,Ground,85848.0
S25-SOUTH DELHI DP PROCESSING CENTER APEX,Volume,Air,33062.0
S25-SOUTH DELHI DP PROCESSING CENTER APEX,Billed Wt,Air,18544.0
S25-SOUTH DELHI DP PROCESSING CENTER APEX,Volume,Ground,10701.0
S25-SOUTH DELHI DP PROCESSING CENTER APEX,Billed Wt,Ground,109789.0
S26-CHATTARPUR BRANCH,Volume,Air,6081.0
S26-CHATTARPUR BRANCH,Billed Wt,Air,9503.0
S26-CHATTARPUR BRANCH,Volume,Ground,29173.0
S26-CHATTARPUR BRANCH,Billed Wt,Ground,95668.0
S02-FARIDABAD BRANCH,Volume,Air,14814.0
S02-FARIDABAD BRANCH,Billed Wt,Air,21813.0
S02-FARIDABAD BRANCH,Volume,Ground,81550.0
S02-FARIDABAD BRANCH,Billed Wt,Ground,194993.0
U09-AGRA BRANCH,Volume,Air,4109.0
U09-AGRA BRANCH,Billed Wt,Air,4489.0
U09-AGRA BRANCH,Volume,Ground,109841.0
U09-AGRA BRANCH,Billed Wt,Ground,136798.0
U16-ALIGARH BRANCH,Volume,Air,944.0
U16-ALIGARH BRANCH,Billed Wt,Air,986.0
U16-ALIGARH BRANCH,Volume,Ground,22120.0
U16-ALIGARH BRANCH,Billed Wt,Ground,34319.0
U15-BAREILLY BRANCH,Volume,Air,1175.0
U15-BAREILLY BRANCH,Billed Wt,Air,985.0
U15-BAREILLY BRANCH,Volume,Ground,20238.0
U15-BAREILLY BRANCH,Billed Wt,Ground,34475.0
U31-BIJNORE BRANCH,Volume,Air,508.0
U31-BIJNORE BRANCH,Billed Wt,Air,246.0
U31-BIJNORE BRANCH,Volume,Ground,8281.0
U31-BIJNORE BRANCH,Billed Wt,Ground,12546.0
U145-BULANDSHAHR BRANCH,Volume,Air,273.0
U145-BULANDSHAHR BRANCH,Billed Wt,Air,147.0
U145-BULANDSHAHR BRANCH,Volume,Ground,6319.0
U145-BULANDSHAHR BRANCH,Billed Wt,Ground,10814.0
U10-DEHRADUN BRANCH,Volume,Air,5913.0
U10-DEHRADUN BRANCH,Billed Wt,Air,5136.0
U10-DEHRADUN BRANCH,Volume,Ground,26879.0
U10-DEHRADUN BRANCH,Billed Wt,Ground,42618.0
U28-SELAQUI BRANCH,Volume,Air,704.0
U28-SELAQUI BRANCH,Billed Wt,Air,1061.0
U28-SELAQUI BRANCH,Volume,Ground,8201.0
U28-SELAQUI BRANCH,Billed Wt,Ground,37348.0
U11-GHAZIABAD APEX,Volume,Air,5225.0
U11-GHAZIABAD APEX,Billed Wt,Air,7808.0
U11-GHAZIABAD APEX,Volume,Ground,86408.0
U11-GHAZIABAD APEX,Billed Wt,Ground,224929.0
U137-UPT DP PROCESSING CENTRE APEX,Volume,Air,4.0
U137-UPT DP PROCESSING CENTRE APEX,Billed Wt,Air,88.0
U137-UPT DP PROCESSING CENTRE APEX,Volume,Ground,338.0
U137-UPT DP PROCESSING CENTRE APEX,Billed Wt,Ground,5203.0
U146-GHAZIABAD BRANCH,Volume,Air,0.0
U146-GHAZIABAD BRANCH,Billed Wt,Air,0.0
U146-GHAZIABAD BRANCH,Volume,Ground,2.0
U146-GHAZIABAD BRANCH,Billed Wt,Ground,0.0
U07-GWALIOR BRANCH,Volume,Air,1510.0
U07-GWALIOR BRANCH,Billed Wt,Air,1009.0
U07-GWALIOR BRANCH,Volume,Ground,21279.0
U07-GWALIOR BRANCH,Billed Wt,Ground,25686.0
U12-HALDWANI BRANCH,Volume,Air,3101.0
U12-HALDWANI BRANCH,Billed Wt,Air,1886.0
U12-HALDWANI BRANCH,Volume,Ground,7863.0
U12-HALDWANI BRANCH,Billed Wt,Ground,9287.0
U18-HARDWAR BRANCH,Volume,Air,2803.0
U18-HARDWAR BRANCH,Billed Wt,Air,3409.0
U18-HARDWAR BRANCH,Volume,Ground,32084.0
U18-HARDWAR BRANCH,Billed Wt,Ground,91341.0
U24-JHANSI BRANCH,Volume,Air,578.0
U24-JHANSI BRANCH,Billed Wt,Air,358.0
U24-JHANSI BRANCH,Volume,Ground,6964.0
U24-JHANSI BRANCH,Billed Wt,Ground,9095.0
U27-KASHIPUR BRANCH,Volume,Air,482.0
U27-KASHIPUR BRANCH,Billed Wt,Air,261.0
U27-KASHIPUR BRANCH,Volume,Ground,7910.0
U27-KASHIPUR BRANCH,Billed Wt,Ground,15933.0
U25-MATHURA BRANCH,Volume,Air,802.0
U25-MATHURA BRANCH,Billed Wt,Air,1162.0
U25-MATHURA BRANCH,Volume,Ground,12734.0
U25-MATHURA BRANCH,Billed Wt,Ground,17294.0
U13-MEERUT BRANCH,Volume,Air,4479.0
U13-MEERUT BRANCH,Billed Wt,Air,6146.0
U13-MEERUT BRANCH,Volume,Ground,41550.0
U13-MEERUT BRANCH,Billed Wt,Ground,131517.0
U14-MORADABAD BRANCH,Volume,Air,2722.0
U14-MORADABAD BRANCH,Billed Wt,Air,2452.0
U14-MORADABAD BRANCH,Volume,Ground,31783.0
U14-MORADABAD BRANCH,Billed Wt,Ground,83727.0
U19-MUZAFFARNAGAR BRANCH,Volume,Air,1928.0
U19-MUZAFFARNAGAR BRANCH,Billed Wt,Air,827.0
U19-MUZAFFARNAGAR BRANCH,Volume,Ground,17497.0
U19-MUZAFFARNAGAR BRANCH,Billed Wt,Ground,22267.0
U17-RISHIKESH BRANCH,Volume,Air,1054.0
U17-RISHIKESH BRANCH,Billed Wt,Air,1470.0
U17-RISHIKESH BRANCH,Volume,Ground,5126.0
U17-RISHIKESH BRANCH,Billed Wt,Ground,7952.0
U22-ROORKEE BRANCH,Volume,Air,1427.0
U22-ROORKEE BRANCH,Billed Wt,Air,2052.0
U22-ROORKEE BRANCH,Volume,Ground,16685.0
U22-ROORKEE BRANCH,Billed Wt,Ground,30993.0
U23-RUDRAPUR BRANCH,Volume,Air,1497.0
U23-RUDRAPUR BRANCH,Billed Wt,Air,1756.0
U23-RUDRAPUR BRANCH,Volume,Ground,15736.0
U23-RUDRAPUR BRANCH,Billed Wt,Ground,45549.0
U21-SAHIBABAD BRANCH,Volume,Air,877.0
U21-SAHIBABAD BRANCH,Billed Wt,Air,831.0
U21-SAHIBABAD BRANCH,Volume,Ground,18840.0
U21-SAHIBABAD BRANCH,Billed Wt,Ground,14051.0
U20-SAHARANPUR BRANCH,Volume,Air,592.0
U20-SAHARANPUR BRANCH,Billed Wt,Air,456.0
U20-SAHARANPUR BRANCH,Volume,Ground,18460.0
U20-SAHARANPUR BRANCH,Billed Wt,Ground,78919.0
U30-VAISHALI BRANCH,Volume,Air,4494.0
U30-VAISHALI BRANCH,Billed Wt,Air,4310.0
U30-VAISHALI BRANCH,Volume,Ground,61753.0
U30-VAISHALI BRANCH,Billed Wt,Ground,136332.0
B41-BAGALKOT SORTING OFFICE,Volume,Air,103.0
B41-BAGALKOT SORTING OFFICE,Billed Wt,Air,69.0
B41-BAGALKOT SORTING OFFICE,Volume,Ground,3998.0
B41-BAGALKOT SORTING OFFICE,Billed Wt,Ground,3972.0
B06-BOMMANAHALLI BRANCH,Volume,Air,29669.0
B06-BOMMANAHALLI BRANCH,Billed Wt,Air,26471.0
B06-BOMMANAHALLI BRANCH,Volume,Ground,65639.0
B06-BOMMANAHALLI BRANCH,Billed Wt,Ground,131374.0
B07-CHAMRAJPET BRANCH,Volume,Air,13947.0
B07-CHAMRAJPET BRANCH,Billed Wt,Air,14420.0
B07-CHAMRAJPET BRANCH,Volume,Ground,98383.0
B07-CHAMRAJPET BRANCH,Billed Wt,Ground,182603.0
B08-PEENYA BRANCH,Volume,Air,13961.0
B08-PEENYA BRANCH,Billed Wt,Air,15273.0
B08-PEENYA BRANCH,Volume,Ground,76290.0
B08-PEENYA BRANCH,Billed Wt,Ground,168955.0
B09-RAJAJINAGAR BRANCH,Volume,Air,7437.0
B09-RAJAJINAGAR BRANCH,Billed Wt,Air,10675.0
B09-RAJAJINAGAR BRANCH,Volume,Ground,74934.0
B09-RAJAJINAGAR BRANCH,Billed Wt,Ground,100921.0
B10-BANGALORE YELAHANKA APEX,Volume,Air,1710.0
B10-BANGALORE YELAHANKA APEX,Billed Wt,Air,6486.0
B10-BANGALORE YELAHANKA APEX,Volume,Ground,9703.0
B10-BANGALORE YELAHANKA APEX,Billed Wt,Ground,190501.0
B11-HENNUR BRANCH,Volume,Air,13512.0
B11-HENNUR BRANCH,Billed Wt,Air,14497.0
B11-HENNUR BRANCH,Volume,Ground,59403.0
B11-HENNUR BRANCH,Billed Wt,Ground,114052.0
B14-DEVANAHALLI SERVICE CENTER,Volume,Air,306.0
B14-DEVANAHALLI SERVICE CENTER,Billed Wt,Air,295.0
B14-DEVANAHALLI SERVICE CENTER,Volume,Ground,3161.0
B14-DEVANAHALLI SERVICE CENTER,Billed Wt,Ground,4161.0
B15-CORPORATE OFFICE APEX,Volume,Air,0.0
B15-CORPORATE OFFICE APEX,Billed Wt,Air,0.0
B15-CORPORATE OFFICE APEX,Volume,Ground,53.0
B15-CORPORATE OFFICE APEX,Billed Wt,Ground,2476.0
B26-KOGILU BRANCH,Volume,Air,10307.0
B26-KOGILU BRANCH,Billed Wt,Air,13313.0
B26-KOGILU BRANCH,Volume,Ground,41194.0
B26-KOGILU BRANCH,Billed Wt,Ground,123480.0
B35-WHITE FIELD BRANCH,Volume,Air,18744.0
B35-WHITE FIELD BRANCH,Billed Wt,Air,23768.0
B35-WHITE FIELD BRANCH,Volume,Ground,76701.0
B35-WHITE FIELD BRANCH,Billed Wt,Ground,117076.0
B36-BANGALORE NELAMANGALA APEX,Volume,Air,3195.0
B36-BANGALORE NELAMANGALA APEX,Billed Wt,Air,5047.0
B36-BANGALORE NELAMANGALA APEX,Volume,Ground,10916.0
B36-BANGALORE NELAMANGALA APEX,Billed Wt,Ground,386589.0
B37-BLR DP PROCESSING APEX,Volume,Air,19315.0
B37-BLR DP PROCESSING APEX,Billed Wt,Air,41575.0
B37-BLR DP PROCESSING APEX,Volume,Ground,50408.0
B37-BLR DP PROCESSING APEX,Billed Wt,Ground,220641.0
B58-DOMLUR BRANCH,Volume,Air,13124.0
B58-DOMLUR BRANCH,Billed Wt,Air,14000.0
B58-DOMLUR BRANCH,Volume,Ground,47256.0
B58-DOMLUR BRANCH,Billed Wt,Ground,72376.0
B59-SARAKKI BRANCH,Volume,Air,15479.0
B59-SARAKKI BRANCH,Billed Wt,Air,19131.0
B59-SARAKKI BRANCH,Volume,Ground,75944.0
B59-SARAKKI BRANCH,Billed Wt,Ground,148726.0
B61-NERALURU BRANCH,Volume,Air,7596.0
B61-NERALURU BRANCH,Billed Wt,Air,11885.0
B61-NERALURU BRANCH,Volume,Ground,27878.0
B61-NERALURU BRANCH,Billed Wt,Ground,89036.0
B68-HOSKOTE BRANCH,Volume,Air,4641.0
B68-HOSKOTE BRANCH,Billed Wt,Air,5291.0
B68-HOSKOTE BRANCH,Volume,Ground,16556.0
B68-HOSKOTE BRANCH,Billed Wt,Ground,24509.0
B113-ATTIBELE APEX,Volume,Air,3637.0
B113-ATTIBELE APEX,Billed Wt,Air,4728.0
B113-ATTIBELE APEX,Volume,Ground,1450.0
B113-ATTIBELE APEX,Billed Wt,Ground,10259.0
B16-BELGAUM SUPER FRANCHISEE,Volume,Air,1093.0
B16-BELGAUM SUPER FRANCHISEE,Billed Wt,Air,796.0
B16-BELGAUM SUPER FRANCHISEE,Volume,Ground,20133.0
B16-BELGAUM SUPER FRANCHISEE,Billed Wt,Ground,30047.0
B47-BELLARY SORTING OFFICE,Volume,Air,237.0
B47-BELLARY SORTING OFFICE,Billed Wt,Air,84.0
B47-BELLARY SORTING OFFICE,Volume,Ground,9125.0
B47-BELLARY SORTING OFFICE,Billed Wt,Ground,10295.0
B62-BIDAR SORTING OFFICE,Volume,Air,237.0
B62-BIDAR SORTING OFFICE,Billed Wt,Air,166.0
B62-BIDAR SORTING OFFICE,Volume,Ground,5804.0
B62-BIDAR SORTING OFFICE,Billed Wt,Ground,9760.0
B42-BIJAPUR SORTING OFFICE,Volume,Air,359.0
B42-BIJAPUR SORTING OFFICE,Billed Wt,Air,245.0
B42-BIJAPUR SORTING OFFICE,Volume,Ground,8570.0
B42-BIJAPUR SORTING OFFICE,Billed Wt,Ground,8574.0
B64-CHIKMAGALUR BRANCH,Volume,Air,228.0
B64-CHIKMAGALUR BRANCH,Billed Wt,Air,375.0
B64-CHIKMAGALUR BRANCH,Volume,Ground,4375.0
B64-CHIKMAGALUR BRANCH,Billed Wt,Ground,7565.0
B13-CHITRADURGA SORTING OFFICE,Volume,Air,182.0
B13-CHITRADURGA SORTING OFFICE,Billed Wt,Air,85.0
B13-CHITRADURGA SORTING OFFICE,Volume,Ground,8155.0
B13-CHITRADURGA SORTING OFFICE,Billed Wt,Ground,8912.0
B50-DAVANGERE BRANCH,Volume,Air,871.0
B50-DAVANGERE BRANCH,Billed Wt,Air,472.0
B50-DAVANGERE BRANCH,Volume,Ground,25997.0
B50-DAVANGERE BRANCH,Billed Wt,Ground,52168.0
B05-GULBARGA SUPER FRANCHISEE,Volume,Air,774.0
B05-GULBARGA SUPER FRANCHISEE,Billed Wt,Air,492.0
B05-GULBARGA SUPER FRANCHISEE,Volume,Ground,13460.0
B05-GULBARGA SUPER FRANCHISEE,Billed Wt,Ground,15490.0
B18-HASSAN BRANCH,Volume,Air,569.0
B18-HASSAN BRANCH,Billed Wt,Air,444.0
B18-HASSAN BRANCH,Volume,Ground,23863.0
B18-HASSAN BRANCH,Billed Wt,Ground,42884.0
B19-HOSPET SUPER FRANCHISEE,Volume,Air,865.0
B19-HOSPET SUPER FRANCHISEE,Billed Wt,Air,622.0
B19-HOSPET SUPER FRANCHISEE,Volume,Ground,13305.0
B19-HOSPET SUPER FRANCHISEE,Billed Wt,Ground,14603.0
B27-HOSUR BRANCH,Volume,Air,617.0
B27-HOSUR BRANCH,Billed Wt,Air,1281.0
B27-HOSUR BRANCH,Volume,Ground,16540.0
B27-HOSUR BRANCH,Billed Wt,Ground,88993.0
B03-HUBLI BRANCH,Volume,Air,2574.0
B03-HUBLI BRANCH,Billed Wt,Air,3270.0
B03-HUBLI BRANCH,Volume,Ground,38329.0
B03-HUBLI BRANCH,Billed Wt,Ground,54066.0
B95-MANDYA NODAL POINT,Volume,Air,193.0
B95-MANDYA NODAL POINT,Billed Wt,Air,145.0
B95-MANDYA NODAL POINT,Volume,Ground,3163.0
B95-MANDYA NODAL POINT,Billed Wt,Ground,3806.0
B01-MANGALORE SUPER FRANCHISEE,Volume,Air,1633.0
B01-MANGALORE SUPER FRANCHISEE,Billed Wt,Air,1120.0
B01-MANGALORE SUPER FRANCHISEE,Volume,Ground,14339.0
B01-MANGALORE SUPER FRANCHISEE,Billed Wt,Ground,25105.0
B51-MARGAO BRANCH,Volume,Air,408.0
B51-MARGAO BRANCH,Billed Wt,Air,522.0
B51-MARGAO BRANCH,Volume,Ground,11836.0
B51-MARGAO BRANCH,Billed Wt,Ground,17469.0
B02-MYSORE BRANCH,Volume,Air,2982.0
B02-MYSORE BRANCH,Billed Wt,Air,3009.0
B02-MYSORE BRANCH,Volume,Ground,47903.0
B02-MYSORE BRANCH,Billed Wt,Ground,93483.0
B32-GOA PANJIM BRANCH,Volume,Air,1105.0
B32-GOA PANJIM BRANCH,Billed Wt,Air,2142.0
B32-GOA PANJIM BRANCH,Volume,Ground,6551.0
B32-GOA PANJIM BRANCH,Billed Wt,Ground,13311.0
B63-RAICHUR SORTING OFFICE,Volume,Air,203.0
B63-RAICHUR SORTING OFFICE,Billed Wt,Air,89.0
B63-RAICHUR SORTING OFFICE,Volume,Ground,2282.0
B63-RAICHUR SORTING OFFICE,Billed Wt,Ground,3602.0
B65-VERNA BRANCH,Volume,Air,558.0
B65-VERNA BRANCH,Billed Wt,Air,2353.0
B65-VERNA BRANCH,Volume,Ground,3002.0
B65-VERNA BRANCH,Billed Wt,Ground,34861.0
B38-SHIMOGA SORTING OFFICE,Volume,Air,382.0
B38-SHIMOGA SORTING OFFICE,Billed Wt,Air,183.0
B38-SHIMOGA SORTING OFFICE,Volume,Ground,8374.0
B38-SHIMOGA SORTING OFFICE,Billed Wt,Ground,10173.0
B39-SIRSI BRANCH OFFICE,Volume,Air,142.0
B39-SIRSI BRANCH OFFICE,Billed Wt,Air,211.0
B39-SIRSI BRANCH OFFICE,Volume,Ground,8156.0
B39-SIRSI BRANCH OFFICE,Billed Wt,Ground,8873.0
B43-TUMKUR SORTING OFFICE,Volume,Air,1319.0
B43-TUMKUR SORTING OFFICE,Billed Wt,Air,1631.0
B43-TUMKUR SORTING OFFICE,Volume,Ground,16936.0
B43-TUMKUR SORTING OFFICE,Billed Wt,Ground,35318.0
B53-UDUPI NODAL POINT,Volume,Air,2202.0
B53-UDUPI NODAL POINT,Billed Wt,Air,2359.0
B53-UDUPI NODAL POINT,Volume,Ground,12539.0
B53-UDUPI NODAL POINT,Billed Wt,Ground,48828.0
C57-CHENGALPET BRANCH,Volume,Air,602.0
C57-CHENGALPET BRANCH,Billed Wt,Air,1444.0
C57-CHENGALPET BRANCH,Volume,Ground,4275.0
C57-CHENGALPET BRANCH,Billed Wt,Ground,13230.0
C13-GUINDY BRANCH,Volume,Air,10011.0
C13-GUINDY BRANCH,Billed Wt,Air,13466.0
C13-GUINDY BRANCH,Volume,Ground,47118.0
C13-GUINDY BRANCH,Billed Wt,Ground,140135.0
C14-AMINJIKARAI BRANCH,Volume,Air,9666.0
C14-AMINJIKARAI BRANCH,Billed Wt,Air,7015.0
C14-AMINJIKARAI BRANCH,Volume,Ground,43624.0
C14-AMINJIKARAI BRANCH,Billed Wt,Ground,94875.0
C15-PARRYS BRANCH,Volume,Air,4935.0
C15-PARRYS BRANCH,Billed Wt,Air,4459.0
C15-PARRYS BRANCH,Volume,Ground,42013.0
C15-PARRYS BRANCH,Billed Wt,Ground,45324.0
C20-VELAPPANCHAVADI APEX,Volume,Air,3345.0
C20-VELAPPANCHAVADI APEX,Billed Wt,Air,11807.0
C20-VELAPPANCHAVADI APEX,Volume,Ground,7493.0
C20-VELAPPANCHAVADI APEX,Billed Wt,Ground,84625.0
C30-TAMBARAM MASTER FRANCHISEE,Volume,Air,3227.0
C30-TAMBARAM MASTER FRANCHISEE,Billed Wt,Air,3375.0
C30-TAMBARAM MASTER FRANCHISEE,Volume,Ground,29753.0
C30-TAMBARAM MASTER FRANCHISEE,Billed Wt,Ground,68030.0
C36-ELDAMS ROAD BRANCH,Volume,Air,4696.0
C36-ELDAMS ROAD BRANCH,Billed Wt,Air,5721.0
C36-ELDAMS ROAD BRANCH,Volume,Ground,27529.0
C36-ELDAMS ROAD BRANCH,Billed Wt,Ground,72939.0
C37-AMBATTUR BRANCH,Volume,Air,3583.0
C37-AMBATTUR BRANCH,Billed Wt,Air,9438.0
C37-AMBATTUR BRANCH,Volume,Ground,28242.0
C37-AMBATTUR BRANCH,Billed Wt,Ground,56890.0
C38-PORUR BRANCH,Volume,Air,3951.0
C38-PORUR BRANCH,Billed Wt,Air,4602.0
C38-PORUR BRANCH,Volume,Ground,20055.0
C38-PORUR BRANCH,Billed Wt,Ground,57319.0
C42-GUINDY APEX,Volume,Air,1.0
C42-GUINDY APEX,Billed Wt,Air,0.0
C42-GUINDY APEX,Volume,Ground,153.0
C42-GUINDY APEX,Billed Wt,Ground,1167.0
C47-PALLIKKARANAI MASTER FRANCHISEE,Volume,Air,3013.0
C47-PALLIKKARANAI MASTER FRANCHISEE,Billed Wt,Air,4192.0
C47-PALLIKKARANAI MASTER FRANCHISEE,Volume,Ground,27022.0
C47-PALLIKKARANAI MASTER FRANCHISEE,Billed Wt,Ground,39677.0
C48-MADHAVARAM BRANCH,Volume,Air,1582.0
C48-MADHAVARAM BRANCH,Billed Wt,Air,2152.0
C48-MADHAVARAM BRANCH,Volume,Ground,29109.0
C48-MADHAVARAM BRANCH,Billed Wt,Ground,58733.0
C50-SRM - POTHERI SUPER FRANCHISEE,Volume,Air,1005.0
C50-SRM - POTHERI SUPER FRANCHISEE,Billed Wt,Air,1283.0
C50-SRM - POTHERI SUPER FRANCHISEE,Volume,Ground,9884.0
C50-SRM - POTHERI SUPER FRANCHISEE,Billed Wt,Ground,15937.0
C54-CHENNAI DP PROCESSING CENTRE APEX,Volume,Air,52866.0
C54-CHENNAI DP PROCESSING CENTRE APEX,Billed Wt,Air,23734.0
C54-CHENNAI DP PROCESSING CENTRE APEX,Volume,Ground,95828.0
C54-CHENNAI DP PROCESSING CENTRE APEX,Billed Wt,Ground,404256.0
C73-GUMMIDIPOONDI BRANCH,Volume,Air,187.0
C73-GUMMIDIPOONDI BRANCH,Billed Wt,Air,179.0
C73-GUMMIDIPOONDI BRANCH,Volume,Ground,2209.0
C73-GUMMIDIPOONDI BRANCH,Billed Wt,Ground,5648.0
C74-THIRUVERKADU BRANCH,Volume,Air,4007.0
C74-THIRUVERKADU BRANCH,Billed Wt,Air,7375.0
C74-THIRUVERKADU BRANCH,Volume,Ground,25071.0
C74-THIRUVERKADU BRANCH,Billed Wt,Ground,81038.0
C59-KANCHEEPURAM BRANCH,Volume,Air,2098.0
C59-KANCHEEPURAM BRANCH,Billed Wt,Air,2420.0
C59-KANCHEEPURAM BRANCH,Volume,Ground,8680.0
C59-KANCHEEPURAM BRANCH,Billed Wt,Ground,31953.0
C08-KATPADI BRANCH,Volume,Air,1574.0
C08-KATPADI BRANCH,Billed Wt,Air,2371.0
C08-KATPADI BRANCH,Volume,Ground,19661.0
C08-KATPADI BRANCH,Billed Wt,Ground,82125.0
C02-PONDICHERRY BRANCH,Volume,Air,1321.0
C02-PONDICHERRY BRANCH,Billed Wt,Air,5563.0
C02-PONDICHERRY BRANCH,Volume,Ground,17855.0
C02-PONDICHERRY BRANCH,Billed Wt,Ground,81290.0
C60-SRI CITY BRANCH,Volume,Air,230.0
C60-SRI CITY BRANCH,Billed Wt,Air,613.0
C60-SRI CITY BRANCH,Volume,Ground,2493.0
C60-SRI CITY BRANCH,Billed Wt,Ground,6553.0
C53-SREEPERUMBADHUR BRANCH,Volume,Air,2234.0
C53-SREEPERUMBADHUR BRANCH,Billed Wt,Air,5504.0
C53-SREEPERUMBADHUR BRANCH,Volume,Ground,18766.0
C53-SREEPERUMBADHUR BRANCH,Billed Wt,Ground,173142.0
C22-VILLUPURAM BRANCH,Volume,Air,2626.0
C22-VILLUPURAM BRANCH,Billed Wt,Air,1210.0
C22-VILLUPURAM BRANCH,Volume,Ground,13094.0
C22-VILLUPURAM BRANCH,Billed Wt,Ground,17476.0
E01-COIMBATORE INTEGRATED APEX,Volume,Air,1887.0
E01-COIMBATORE INTEGRATED APEX,Billed Wt,Air,3770.0
E01-COIMBATORE INTEGRATED APEX,Volume,Ground,35260.0
E01-COIMBATORE INTEGRATED APEX,Billed Wt,Ground,96299.0
E13-COIMBATORE SCS APEX,Volume,Air,23.0
E13-COIMBATORE SCS APEX,Billed Wt,Air,38.0
E13-COIMBATORE SCS APEX,Volume,Ground,944.0
E13-COIMBATORE SCS APEX,Billed Wt,Ground,5399.0
E21-COIMBATORE CITY BRANCH,Volume,Air,15625.0
E21-COIMBATORE CITY BRANCH,Billed Wt,Air,14686.0
E21-COIMBATORE CITY BRANCH,Volume,Ground,123055.0
E21-COIMBATORE CITY BRANCH,Billed Wt,Ground,211482.0
E07-DINDIGUL BRANCH,Volume,Air,813.0
E07-DINDIGUL BRANCH,Billed Wt,Air,441.0
E07-DINDIGUL BRANCH,Volume,Ground,7296.0
E07-DINDIGUL BRANCH,Billed Wt,Ground,12367.0
E03-ERODE BRANCH,Volume,Air,4117.0
E03-ERODE BRANCH,Billed Wt,Air,3979.0
E03-ERODE BRANCH,Volume,Ground,33462.0
E03-ERODE BRANCH,Billed Wt,Ground,148078.0
E05-KARUR BRANCH,Volume,Air,664.0
E05-KARUR BRANCH,Billed Wt,Air,1376.0
E05-KARUR BRANCH,Volume,Ground,9364.0
E05-KARUR BRANCH,Billed Wt,Ground,27886.0
E16-KRISHNAGIRI BRANCH,Volume,Air,446.0
E16-KRISHNAGIRI BRANCH,Billed Wt,Air,418.0
E16-KRISHNAGIRI BRANCH,Volume,Ground,9961.0
E16-KRISHNAGIRI BRANCH,Billed Wt,Ground,14279.0
E08-MADURAI APEX,Volume,Air,2256.0
E08-MADURAI APEX,Billed Wt,Air,2178.0
E08-MADURAI APEX,Volume,Ground,39426.0
E08-MADURAI APEX,Billed Wt,Ground,128324.0
E11-NAGERCOILBRANCH,Volume,Air,1009.0
E11-NAGERCOILBRANCH,Billed Wt,Air,765.0
E11-NAGERCOILBRANCH,Volume,Ground,4973.0
E11-NAGERCOILBRANCH,Billed Wt,Ground,12363.0
E04-SALEM APEX,Volume,Air,3305.0
E04-SALEM APEX,Billed Wt,Air,3202.0
E04-SALEM APEX,Volume,Ground,56495.0
E04-SALEM APEX,Billed Wt,Ground,102873.0
E20-SIVAKASI BRANCH,Volume,Air,217.0
