org_branch,type,mode,sum
T01-PATNA APEX,Billed Wt,Ground,218806.0
T10-ZERO MILE BRANCH,Volume,Air,1.0
T10-ZERO MILE BRANCH,Billed Wt,Air,0.0
T10-ZERO MILE BRANCH,Volume,Ground,2.0
T10-ZERO MILE BRANCH,Billed Wt,Ground,2.0
T17-BIHAR T/S APEX,Volume,Air,0.0
T17-BIHAR T/S APEX,Billed Wt,Air,0.0
T17-BIHAR T/S APEX,Volume,Ground,1.0
T17-BIHAR T/S APEX,Billed Wt,Ground,1.0
T32-EXHIBITION ROAD BRANCH,Volume,Air,5647.0
T32-EXHIBITION ROAD BRANCH,Billed Wt,Air,5980.0
T32-EXHIBITION ROAD BRANCH,Volume,Ground,32014.0
T32-EXHIBITION ROAD BRANCH,Billed Wt,Ground,65963.0
T13-PURNEA BRANCH,Volume,Air,407.0
T13-PURNEA BRANCH,Billed Wt,Air,578.0
T13-PURNEA BRANCH,Volume,Ground,3926.0
T13-PURNEA BRANCH,Billed Wt,Ground,10309.0
T02-RANCHI APEX,Volume,Air,6216.0
T02-RANCHI APEX,Billed Wt,Air,5278.0
T02-RANCHI APEX,Volume,Ground,36883.0
T02-RANCHI APEX,Billed Wt,Ground,94930.0
T14-RANCHI CITY BRANCH,Volume,Air,0.0
T14-RANCHI CITY BRANCH,Billed Wt,Air,0.0
T14-RANCHI CITY BRANCH,Volume,Ground,4.0
T14-RANCHI CITY BRANCH,Billed Wt,Ground,12.0
T35-JHARKHAND T/S APEX,Volume,Air,1.0
T35-JHARKHAND T/S APEX,Billed Wt,Air,0.0
T35-JHARKHAND T/S APEX,Volume,Ground,0.0
T35-JHARKHAND T/S APEX,Billed Wt,Ground,0.0
T15-SAHARSA SORTING OFFICE,Volume,Air,161.0
T15-SAHARSA SORTING OFFICE,Billed Wt,Air,63.0
T15-SAHARSA SORTING OFFICE,Volume,Ground,579.0
T15-SAHARSA SORTING OFFICE,Billed Wt,Ground,3477.0
T85-SAMASTIPUR SORTING OFFICE,Volume,Air,71.0
T85-SAMASTIPUR SORTING OFFICE,Billed Wt,Air,56.0
T85-SAMASTIPUR SORTING OFFICE,Volume,Ground,629.0
T85-SAMASTIPUR SORTING OFFICE,Billed Wt,Ground,2883.0
T40-HAZIPUR SORTING OFFICE,Volume,Air,9.0
T40-HAZIPUR SORTING OFFICE,Billed Wt,Air,5.0
T40-HAZIPUR SORTING OFFICE,Volume,Ground,412.0
T40-HAZIPUR SORTING OFFICE,Billed Wt,Ground,1066.0
U02-PRAYAGRAJ BRANCH,Volume,Air,1941.0
U02-PRAYAGRAJ BRANCH,Billed Wt,Air,2377.0
U02-PRAYAGRAJ BRANCH,Volume,Ground,21988.0
U02-PRAYAGRAJ BRANCH,Billed Wt,Ground,30243.0
U78-SULTANPUR BRANCH,Volume,Air,172.0
U78-SULTANPUR BRANCH,Billed Wt,Air,75.0
U78-SULTANPUR BRANCH,Volume,Ground,2926.0
U78-SULTANPUR BRANCH,Billed Wt,Ground,6406.0
U135-BARABANKI SORTING OFFICE,Volume,Air,79.0
U135-BARABANKI SORTING OFFICE,Billed Wt,Air,43.0
U135-BARABANKI SORTING OFFICE,Volume,Ground,408.0
U135-BARABANKI SORTING OFFICE,Billed Wt,Ground,853.0
U142-BASTI BRANCH,Volume,Air,161.0
U142-BASTI BRANCH,Billed Wt,Air,192.0
U142-BASTI BRANCH,Volume,Ground,2743.0
U142-BASTI BRANCH,Billed Wt,Ground,2280.0
U83-AURAIYA NODAL POINT,Volume,Air,53.0
U83-AURAIYA NODAL POINT,Billed Wt,Air,27.0
U83-AURAIYA NODAL POINT,Volume,Ground,70.0
U83-AURAIYA NODAL POINT,Billed Wt,Ground,186.0
U26-AYODHYA BRANCH,Volume,Air,559.0
U26-AYODHYA BRANCH,Billed Wt,Air,402.0
U26-AYODHYA BRANCH,Volume,Ground,5886.0
U26-AYODHYA BRANCH,Billed Wt,Ground,9058.0
U133-AZAMGARH BRANCH,Volume,Air,307.0
U133-AZAMGARH BRANCH,Billed Wt,Air,396.0
U133-AZAMGARH BRANCH,Volume,Ground,3763.0
U133-AZAMGARH BRANCH,Billed Wt,Ground,5817.0
U45-GONDA BRANCH,Volume,Air,376.0
U45-GONDA BRANCH,Billed Wt,Air,202.0
U45-GONDA BRANCH,Volume,Ground,3241.0
U45-GONDA BRANCH,Billed Wt,Ground,7223.0
U06-GORAKHPUR BRANCH,Volume,Air,2408.0
U06-GORAKHPUR BRANCH,Billed Wt,Air,1633.0
U06-GORAKHPUR BRANCH,Volume,Ground,24228.0
U06-GORAKHPUR BRANCH,Billed Wt,Ground,37265.0
U79-JAUNPUR SORTING OFFICE,Volume,Air,286.0
U79-JAUNPUR SORTING OFFICE,Billed Wt,Air,122.0
U79-JAUNPUR SORTING OFFICE,Volume,Ground,3505.0
U79-JAUNPUR SORTING OFFICE,Billed Wt,Ground,4812.0
U141-KANNUAJ BRANCH,Volume,Air,1.0
U141-KANNUAJ BRANCH,Billed Wt,Air,3.0
U141-KANNUAJ BRANCH,Volume,Ground,1.0
U141-KANNUAJ BRANCH,Billed Wt,Ground,0.0
U03-KANPUR BRANCH,Volume,Air,5839.0
U03-KANPUR BRANCH,Billed Wt,Air,4887.0
U03-KANPUR BRANCH,Volume,Ground,60850.0
U03-KANPUR BRANCH,Billed Wt,Ground,84073.0
U140-LAKHIMPUR MINI BRANCH,Volume,Air,72.0
U140-LAKHIMPUR MINI BRANCH,Billed Wt,Air,86.0
U140-LAKHIMPUR MINI BRANCH,Volume,Ground,323.0
U140-LAKHIMPUR MINI BRANCH,Billed Wt,Ground,774.0
U01-LUCKNOW BRANCH,Volume,Air,3513.0
U01-LUCKNOW BRANCH,Billed Wt,Air,3621.0
U01-LUCKNOW BRANCH,Volume,Ground,38411.0
U01-LUCKNOW BRANCH,Billed Wt,Ground,56886.0
U43-LUCKNOW APEX,Volume,Air,1009.0
U43-LUCKNOW APEX,Billed Wt,Air,1655.0
U43-LUCKNOW APEX,Volume,Ground,10100.0
U43-LUCKNOW APEX,Billed Wt,Ground,99505.0
U48-MAHANAGAR LUCKNOW BRANCH,Volume,Air,2355.0
U48-MAHANAGAR LUCKNOW BRANCH,Billed Wt,Air,2454.0
U48-MAHANAGAR LUCKNOW BRANCH,Volume,Ground,26906.0
U48-MAHANAGAR LUCKNOW BRANCH,Billed Wt,Ground,47945.0
U139-LUCKNOW TRANSPORT NAGAR BRANCH,Volume,Air,3642.0
U139-LUCKNOW TRANSPORT NAGAR BRANCH,Billed Wt,Air,3749.0
U139-LUCKNOW TRANSPORT NAGAR BRANCH,Volume,Ground,34915.0
U139-LUCKNOW TRANSPORT NAGAR BRANCH,Billed Wt,Ground,134227.0
U143-GOMTI NAGAR BRANCH,Volume,Air,3442.0
U143-GOMTI NAGAR BRANCH,Billed Wt,Air,4009.0
U143-GOMTI NAGAR BRANCH,Volume,Ground,19753.0
U143-GOMTI NAGAR BRANCH,Billed Wt,Ground,27101.0
U110-ORAI NODAL POINT,Volume,Air,22.0
U110-ORAI NODAL POINT,Billed Wt,Air,14.0
U110-ORAI NODAL POINT,Volume,Ground,60.0
U110-ORAI NODAL POINT,Billed Wt,Ground,247.0
U44-RENUKOOT SUPER FRANCHISEE,Volume,Air,126.0
U44-RENUKOOT SUPER FRANCHISEE,Billed Wt,Air,58.0
U44-RENUKOOT SUPER FRANCHISEE,Volume,Ground,2635.0
U44-RENUKOOT SUPER FRANCHISEE,Billed Wt,Ground,2430.0
U77-SHAHJAHANPUR SUPER FRANCHISEE,Volume,Air,179.0
U77-SHAHJAHANPUR SUPER FRANCHISEE,Billed Wt,Air,148.0
U77-SHAHJAHANPUR SUPER FRANCHISEE,Volume,Ground,2665.0
U77-SHAHJAHANPUR SUPER FRANCHISEE,Billed Wt,Ground,3714.0
U95-HARDOI NODAL POINT,Volume,Air,163.0
U95-HARDOI NODAL POINT,Billed Wt,Air,92.0
U95-HARDOI NODAL POINT,Volume,Ground,1645.0
U95-HARDOI NODAL POINT,Billed Wt,Ground,1827.0
U04-VARANASI APEX,Volume,Air,4164.0
U04-VARANASI APEX,Billed Wt,Air,3507.0
U04-VARANASI APEX,Volume,Ground,90645.0
U04-VARANASI APEX,Billed Wt,Ground,170353.0
U130-VARANASI BRANCH,Volume,Air,3.0
U130-VARANASI BRANCH,Billed Wt,Air,1.0
U130-VARANASI BRANCH,Volume,Ground,168.0
U130-VARANASI BRANCH,Billed Wt,Ground,2201.0
L05-DHARUHERA BRANCH,Volume,Air,3377.0
L05-DHARUHERA BRANCH,Billed Wt,Air,7406.0
L05-DHARUHERA BRANCH,Volume,Ground,20059.0
L05-DHARUHERA BRANCH,Billed Wt,Ground,49556.0
L01-GURGAON DP PROCESSING CENTER APEX,Volume,Air,8171.0
L01-GURGAON DP PROCESSING CENTER APEX,Billed Wt,Air,1721.0
L01-GURGAON DP PROCESSING CENTER APEX,Volume,Ground,74456.0
L01-GURGAON DP PROCESSING CENTER APEX,Billed Wt,Ground,17897.0
L02-GURGAON MASTER FRANCHISEE,Volume,Air,12504.0
L02-GURGAON MASTER FRANCHISEE,Billed Wt,Air,15793.0
L02-GURGAON MASTER FRANCHISEE,Volume,Ground,41490.0
L02-GURGAON MASTER FRANCHISEE,Billed Wt,Ground,63919.0
L03-GURGAON - HERO HONDA CHOWK BRANCH,Volume,Air,13673.0
L03-GURGAON - HERO HONDA CHOWK BRANCH,Billed Wt,Air,17044.0
L03-GURGAON - HERO HONDA CHOWK BRANCH,Volume,Ground,49322.0
L03-GURGAON - HERO HONDA CHOWK BRANCH,Billed Wt,Ground,123730.0
L04-GURGAON BRANCH,Volume,Air,78703.0
L04-GURGAON BRANCH,Billed Wt,Air,101013.0
L04-GURGAON BRANCH,Volume,Ground,204755.0
L04-GURGAON BRANCH,Billed Wt,Ground,359083.0
L23-MANESAR BRANCH,Volume,Air,12750.0
L23-MANESAR BRANCH,Billed Wt,Air,27461.0
L23-MANESAR BRANCH,Volume,Ground,28252.0
L23-MANESAR BRANCH,Billed Wt,Ground,78838.0
L27-GURGAON - SOHNA ROAD BRANCH,Volume,Air,14579.0
L27-GURGAON - SOHNA ROAD BRANCH,Billed Wt,Air,16335.0
L27-GURGAON - SOHNA ROAD BRANCH,Volume,Ground,50736.0
L27-GURGAON - SOHNA ROAD BRANCH,Billed Wt,Ground,131420.0
L28-NUH RURAL SERVICE CENTER,Volume,Air,35.0
L28-NUH RURAL SERVICE CENTER,Billed Wt,Air,36.0
L28-NUH RURAL SERVICE CENTER,Volume,Ground,6273.0
L28-NUH RURAL SERVICE CENTER,Billed Wt,Ground,1785.0
J06-AMBALA BRANCH,Volume,Air,1384.0
J06-AMBALA BRANCH,Billed Wt,Air,1287.0
J06-AMBALA BRANCH,Volume,Ground,3528.0
J06-AMBALA BRANCH,Billed Wt,Ground,10381.0
J10-AMBALA APEX,Volume,Air,2540.0
J10-AMBALA APEX,Billed Wt,Air,2144.0
J10-AMBALA APEX,Volume,Ground,77443.0
J10-AMBALA APEX,Billed Wt,Ground,204862.0
J05-AMRITSAR BRANCH,Volume,Air,4815.0
J05-AMRITSAR BRANCH,Billed Wt,Air,7880.0
J05-AMRITSAR BRANCH,Volume,Ground,48145.0
J05-AMRITSAR BRANCH,Billed Wt,Ground,78719.0
J12-BADDI SUPER FRANCHISEE,Volume,Air,1424.0
J12-BADDI SUPER FRANCHISEE,Billed Wt,Air,2382.0
J12-BADDI SUPER FRANCHISEE,Volume,Ground,16886.0
J12-BADDI SUPER FRANCHISEE,Billed Wt,Ground,54437.0
J37-BAHADURGARH BRANCH,Volume,Air,1504.0
J37-BAHADURGARH BRANCH,Billed Wt,Air,2737.0
J37-BAHADURGARH BRANCH,Volume,Ground,29667.0
J37-BAHADURGARH BRANCH,Billed Wt,Ground,48641.0
J08-BHATINDA BRANCH,Volume,Air,2246.0
J08-BHATINDA BRANCH,Billed Wt,Air,1172.0
J08-BHATINDA BRANCH,Volume,Ground,23703.0
J08-BHATINDA BRANCH,Billed Wt,Ground,21312.0
J20-BILASPUR SUPER FRANCHISEE,Volume,Air,453.0
J20-BILASPUR SUPER FRANCHISEE,Billed Wt,Air,292.0
J20-BILASPUR SUPER FRANCHISEE,Volume,Ground,5624.0
J20-BILASPUR SUPER FRANCHISEE,Billed Wt,Ground,13771.0
J01-CHANDIGARH BRANCH,Volume,Air,10638.0
J01-CHANDIGARH BRANCH,Billed Wt,Air,20234.0
J01-CHANDIGARH BRANCH,Volume,Ground,71448.0
J01-CHANDIGARH BRANCH,Billed Wt,Ground,145580.0
J29-PANCHKULA APEX,Volume,Air,7.0
J29-PANCHKULA APEX,Billed Wt,Air,51.0
J29-PANCHKULA APEX,Volume,Ground,41.0
J29-PANCHKULA APEX,Billed Wt,Ground,3365.0
J07-HISSAR BRANCH,Volume,Air,3594.0
J07-HISSAR BRANCH,Billed Wt,Air,2044.0
J07-HISSAR BRANCH,Volume,Ground,31063.0
J07-HISSAR BRANCH,Billed Wt,Ground,41683.0
J02-JALANDHAR BRANCH,Volume,Air,3756.0
J02-JALANDHAR BRANCH,Billed Wt,Air,4526.0
J02-JALANDHAR BRANCH,Volume,Ground,35168.0
J02-JALANDHAR BRANCH,Billed Wt,Ground,55443.0
J15-KARNAL BRANCH,Volume,Air,4904.0
J15-KARNAL BRANCH,Billed Wt,Air,29813.0
J15-KARNAL BRANCH,Volume,Ground,24036.0
J15-KARNAL BRANCH,Billed Wt,Ground,49935.0
J54-KHARAR BRANCH,Volume,Air,545.0
J54-KHARAR BRANCH,Billed Wt,Air,2271.0
J54-KHARAR BRANCH,Volume,Ground,4089.0
J54-KHARAR BRANCH,Billed Wt,Ground,11506.0
J26-KUNDLI BRANCH,Volume,Air,5925.0
J26-KUNDLI BRANCH,Billed Wt,Air,16640.0
J26-KUNDLI BRANCH,Volume,Ground,71014.0
J26-KUNDLI BRANCH,Billed Wt,Ground,180902.0
J03-LUDHIANA BRANCH,Volume,Air,16197.0
J03-LUDHIANA BRANCH,Billed Wt,Air,22198.0
J03-LUDHIANA BRANCH,Volume,Ground,134908.0
J03-LUDHIANA BRANCH,Billed Wt,Ground,188919.0
J48-MOGA BRANCH,Volume,Air,763.0
J48-MOGA BRANCH,Billed Wt,Air,433.0
J48-MOGA BRANCH,Volume,Ground,7478.0
J48-MOGA BRANCH,Billed Wt,Ground,8253.0
J21-MOHALI BRANCH,Volume,Air,3255.0
J21-MOHALI BRANCH,Billed Wt,Air,2650.0
J21-MOHALI BRANCH,Volume,Ground,36465.0
J21-MOHALI BRANCH,Billed Wt,Ground,61239.0
J19-NANGAL BRANCH,Volume,Air,590.0
J19-NANGAL BRANCH,Billed Wt,Air,585.0
J19-NANGAL BRANCH,Volume,Ground,8884.0
J19-NANGAL BRANCH,Billed Wt,Ground,13364.0
J13-PANCHKULA BRANCH,Volume,Air,10918.0
J13-PANCHKULA BRANCH,Billed Wt,Air,8547.0
J13-PANCHKULA BRANCH,Volume,Ground,105185.0
J13-PANCHKULA BRANCH,Billed Wt,Ground,366474.0
J04-PANIPAT BRANCH,Volume,Air,2283.0
J04-PANIPAT BRANCH,Billed Wt,Air,2617.0
J04-PANIPAT BRANCH,Volume,Ground,45498.0
J04-PANIPAT BRANCH,Billed Wt,Ground,74842.0
J11-PATHANKOT BRANCH,Volume,Air,475.0
J11-PATHANKOT BRANCH,Billed Wt,Air,858.0
J11-PATHANKOT BRANCH,Volume,Ground,7467.0
J11-PATHANKOT BRANCH,Billed Wt,Ground,12902.0
J18-PATIALA BRANCH,Volume,Air,1357.0
J18-PATIALA BRANCH,Billed Wt,Air,1893.0
J18-PATIALA BRANCH,Volume,Ground,22943.0
J18-PATIALA BRANCH,Billed Wt,Ground,30165.0
J17-PHAGWARA BRANCH,Volume,Air,293.0
J17-PHAGWARA BRANCH,Billed Wt,Air,296.0
J17-PHAGWARA BRANCH,Volume,Ground,7876.0
J17-PHAGWARA BRANCH,Billed Wt,Ground,15473.0
J16-RAJPURA BRANCH,Volume,Air,1254.0
J16-RAJPURA BRANCH,Billed Wt,Air,911.0
J16-RAJPURA BRANCH,Volume,Ground,17656.0
J16-RAJPURA BRANCH,Billed Wt,Ground,20109.0
J25-ROHTAK BRANCH,Volume,Air,1743.0
J25-ROHTAK BRANCH,Billed Wt,Air,2746.0
J25-ROHTAK BRANCH,Volume,Ground,42611.0
J25-ROHTAK BRANCH,Billed Wt,Ground,66578.0
J14-SHIMLA BRANCH,Volume,Air,174.0
J14-SHIMLA BRANCH,Billed Wt,Air,84.0
J14-SHIMLA BRANCH,Volume,Ground,838.0
J14-SHIMLA BRANCH,Billed Wt,Ground,2375.0
J36-SIRSA BRANCH,Volume,Air,490.0
J36-SIRSA BRANCH,Billed Wt,Air,278.0
J36-SIRSA BRANCH,Volume,Ground,9190.0
J36-SIRSA BRANCH,Billed Wt,Ground,12305.0
J39-SOLAN BRANCH,Volume,Air,237.0
J39-SOLAN BRANCH,Billed Wt,Air,252.0
J39-SOLAN BRANCH,Volume,Ground,3414.0
J39-SOLAN BRANCH,Billed Wt,Ground,12348.0
J50-YAMUNA NAGAR BRANCH,Volume,Air,2290.0
J50-YAMUNA NAGAR BRANCH,Billed Wt,Air,2043.0
J50-YAMUNA NAGAR BRANCH,Volume,Ground,16303.0
J50-YAMUNA NAGAR BRANCH,Billed Wt,Ground,36942.0
Q09-AJMER BRANCH,Volume,Air,1076.0
Q09-AJMER BRANCH,Billed Wt,Air,1245.0
Q09-AJMER BRANCH,Volume,Ground,29951.0
Q09-AJMER BRANCH,Billed Wt,Ground,46854.0
Q07-ALWAR BRANCH,Volume,Air,970.0
Q07-ALWAR BRANCH,Billed Wt,Air,575.0
Q07-ALWAR BRANCH,Volume,Ground,9777.0
Q07-ALWAR BRANCH,Billed Wt,Ground,9882.0
Q44-NEEMRANA BRANCH,Volume,Air,73.0
Q44-NEEMRANA BRANCH,Billed Wt,Air,55.0
Q44-NEEMRANA BRANCH,Volume,Ground,2980.0
Q44-NEEMRANA BRANCH,Billed Wt,Ground,4982.0
Q34-BAWAL BRANCH,Volume,Air,329.0
Q34-BAWAL BRANCH,Billed Wt,Air,394.0
Q34-BAWAL BRANCH,Volume,Ground,14445.0
Q34-BAWAL BRANCH,Billed Wt,Ground,14807.0
Q18-BEHROR SORTING OFFICE,Volume,Air,201.0
Q18-BEHROR SORTING OFFICE,Billed Wt,Air,206.0
Q18-BEHROR SORTING OFFICE,Volume,Ground,3675.0
Q18-BEHROR SORTING OFFICE,Billed Wt,Ground,5702.0
Q40-BHARATPUR BRANCH,Volume,Air,184.0
Q40-BHARATPUR BRANCH,Billed Wt,Air,307.0
Q40-BHARATPUR BRANCH,Volume,Ground,2659.0
Q40-BHARATPUR BRANCH,Billed Wt,Ground,2414.0
Q12-BHILWARA SORTING OFFICE,Volume,Air,312.0
Q12-BHILWARA SORTING OFFICE,Billed Wt,Air,249.0
Q12-BHILWARA SORTING OFFICE,Volume,Ground,5714.0
Q12-BHILWARA SORTING OFFICE,Billed Wt,Ground,6452.0
Q11-BHIWADI BRANCH,Volume,Air,2331.0
Q11-BHIWADI BRANCH,Billed Wt,Air,5799.0
Q11-BHIWADI BRANCH,Volume,Ground,19681.0
Q11-BHIWADI BRANCH,Billed Wt,Ground,37693.0
Q14-BIKANER BRANCH,Volume,Air,880.0
Q14-BIKANER BRANCH,Billed Wt,Air,1327.0
Q14-BIKANER BRANCH,Volume,Ground,7985.0
Q14-BIKANER BRANCH,Billed Wt,Ground,10106.0
Q01-JAIPUR LALKOTHI BRANCH,Volume,Air,17859.0
Q01-JAIPUR LALKOTHI BRANCH,Billed Wt,Air,16297.0
Q01-JAIPUR LALKOTHI BRANCH,Volume,Ground,118109.0
Q01-JAIPUR LALKOTHI BRANCH,Billed Wt,Ground,154833.0
Q05-JAIPUR APEX,Volume,Air,340.0
Q05-JAIPUR APEX,Billed Wt,Air,139.0
Q05-JAIPUR APEX,Volume,Ground,5625.0
Q05-JAIPUR APEX,Billed Wt,Ground,18672.0
Q06-JAIPUR VAISHALINAGAR BRANCH,Volume,Air,4161.0
Q06-JAIPUR VAISHALINAGAR BRANCH,Billed Wt,Air,5480.0
Q06-JAIPUR VAISHALINAGAR BRANCH,Volume,Ground,42615.0
Q06-JAIPUR VAISHALINAGAR BRANCH,Billed Wt,Ground,71879.0
Q17-MANSAROVAR BRANCH,Volume,Air,14293.0
Q17-MANSAROVAR BRANCH,Billed Wt,Air,15073.0
Q17-MANSAROVAR BRANCH,Volume,Ground,83882.0
Q17-MANSAROVAR BRANCH,Billed Wt,Ground,143172.0
Q35-JAIPUR VKI BRANCH,Volume,Air,6433.0
Q35-JAIPUR VKI BRANCH,Billed Wt,Air,6956.0
Q35-JAIPUR VKI BRANCH,Volume,Ground,38310.0
Q35-JAIPUR VKI BRANCH,Billed Wt,Ground,66139.0
Q41-BAGRU SERVICE CENTER,Volume,Air,2023.0
Q41-BAGRU SERVICE CENTER,Billed Wt,Air,8453.0
Q41-BAGRU SERVICE CENTER,Volume,Ground,10309.0
Q41-BAGRU SERVICE CENTER,Billed Wt,Ground,42039.0
Q48-IP DISPATCH JAIPUR BRANCH,Volume,Air,0.0
Q48-IP DISPATCH JAIPUR BRANCH,Billed Wt,Air,0.0
Q48-IP DISPATCH JAIPUR BRANCH,Volume,Ground,1.0
Q48-IP DISPATCH JAIPUR BRANCH,Billed Wt,Ground,1.0
Q02-JODHPUR BRANCH,Volume,Air,2125.0
Q02-JODHPUR BRANCH,Billed Wt,Air,1800.0
Q02-JODHPUR BRANCH,Volume,Ground,22517.0
Q02-JODHPUR BRANCH,Billed Wt,Ground,43651.0
Q03-KOTA SUPER FRANCHISEE,Volume,Air,2356.0
Q03-KOTA SUPER FRANCHISEE,Billed Wt,Air,2988.0
Q03-KOTA SUPER FRANCHISEE,Volume,Ground,23841.0
Q03-KOTA SUPER FRANCHISEE,Billed Wt,Ground,55499.0
Q10-PALI BRANCH,Volume,Air,165.0
Q10-PALI BRANCH,Billed Wt,Air,175.0
Q10-PALI BRANCH,Volume,Ground,995.0
Q10-PALI BRANCH,Billed Wt,Ground,2789.0
Q43-SHAHPURA (JAIPUR ROAD) NODAL POINT,Volume,Air,81.0
Q43-SHAHPURA (JAIPUR ROAD) NODAL POINT,Billed Wt,Air,22.0
Q43-SHAHPURA (JAIPUR ROAD) NODAL POINT,Volume,Ground,1060.0
Q43-SHAHPURA (JAIPUR ROAD) NODAL POINT,Billed Wt,Ground,424.0
Q16-SIKAR BRANCH,Volume,Air,460.0
Q16-SIKAR BRANCH,Billed Wt,Air,501.0
Q16-SIKAR BRANCH,Volume,Ground,15931.0
Q16-SIKAR BRANCH,Billed Wt,Ground,21169.0
Q13-SRIGANGANAGAR BRANCH,Volume,Air,414.0
Q13-SRIGANGANAGAR BRANCH,Billed Wt,Air,287.0
Q13-SRIGANGANAGAR BRANCH,Volume,Ground,5503.0
Q13-SRIGANGANAGAR BRANCH,Billed Wt,Ground,14155.0
Q04-UDAIPUR BRANCH,Volume,Air,2262.0
Q04-UDAIPUR BRANCH,Billed Wt,Air,2030.0
Q04-UDAIPUR BRANCH,Volume,Ground,18065.0
Q04-UDAIPUR BRANCH,Billed Wt,Ground,37500.0
N02-TRANSYAMUNA BRANCH,Volume,Air,9569.0
N02-TRANSYAMUNA BRANCH,Billed Wt,Air,9827.0
N02-TRANSYAMUNA BRANCH,Volume,Ground,140555.0
N02-TRANSYAMUNA BRANCH,Billed Wt,Ground,289461.0
N03-NARAINA CITY BRANCH,Volume,Air,14121.0
N03-NARAINA CITY BRANCH,Billed Wt,Air,23187.0
N03-NARAINA CITY BRANCH,Volume,Ground,103416.0
N03-NARAINA CITY BRANCH,Billed Wt,Ground,297286.0
N05-DELHI SAMALKHA APEX,Volume,Air,3293.0
N05-DELHI SAMALKHA APEX,Billed Wt,Air,22768.0
N05-DELHI SAMALKHA APEX,Volume,Ground,14160.0
N05-DELHI SAMALKHA APEX,Billed Wt,Ground,692428.0
N06-DELHI SAMALKHA INTERNATIONAL APEX,Volume,Air,0.0
N06-DELHI SAMALKHA INTERNATIONAL APEX,Billed Wt,Air,0.0
N06-DELHI SAMALKHA INTERNATIONAL APEX,Volume,Ground,4738.0
N06-DELHI SAMALKHA INTERNATIONAL APEX,Billed Wt,Ground,11744.0
N09-WAZIRPUR BRANCH,Volume,Air,17424.0
N09-WAZIRPUR BRANCH,Billed Wt,Air,20075.0
N09-WAZIRPUR BRANCH,Volume,Ground,91411.0
N09-WAZIRPUR BRANCH,Billed Wt,Ground,198354.0
N10-JHANDEWALAN BRANCH,Volume,Air,14929.0
N10-JHANDEWALAN BRANCH,Billed Wt,Air,11464.0
N10-JHANDEWALAN BRANCH,Volume,Ground,123466.0
N10-JHANDEWALAN BRANCH,Billed Wt,Ground,259493.0
N11-MEERBAGH BRANCH,Volume,Air,14775.0
N11-MEERBAGH BRANCH,Billed Wt,Air,14333.0
N11-MEERBAGH BRANCH,Volume,Ground,159458.0
N11-MEERBAGH BRANCH,Billed Wt,Ground,293981.0
N12-NARAINA MASS MAIL PROCESSING OUTSOURCED BRANCH,Volume,Air,0.0
N12-NARAINA MASS MAIL PROCESSING OUTSOURCED BRANCH,Billed Wt,Air,0.0
N12-NARAINA MASS MAIL PROCESSING OUTSOURCED BRANCH,Volume,Ground,14191.0
N12-NARAINA MASS MAIL PROCESSING OUTSOURCED BRANCH,Billed Wt,Ground,396.0
N15-DURGAPURI BRANCH,Volume,Air,8445.0
N15-DURGAPURI BRANCH,Billed Wt,Air,6881.0
N15-DURGAPURI BRANCH,Volume,Ground,34994.0
N15-DURGAPURI BRANCH,Billed Wt,Ground,70309.0
N17-ROHINI BRANCH,Volume,Air,22881.0
N17-ROHINI BRANCH,Billed Wt,Air,19891.0
N17-ROHINI BRANCH,Volume,Ground,166632.0
N17-ROHINI BRANCH,Billed Wt,Ground,338553.0
N20-DELHI DP PROCESSING CENTRE APEX,Volume,Air,53310.0
N20-DELHI DP PROCESSING CENTRE APEX,Billed Wt,Air,43050.0
N20-DELHI DP PROCESSING CENTRE APEX,Volume,Ground,55550.0
N20-DELHI DP PROCESSING CENTRE APEX,Billed Wt,Ground,272794.0
N24-DELHI ECOMMERCE PROCESSING CENTRE APEX,Volume,Air,2002.0
N24-DELHI ECOMMERCE PROCESSING CENTRE APEX,Billed Wt,Air,2377.0
N24-DELHI ECOMMERCE PROCESSING CENTRE APEX,Volume,Ground,72417.0
N24-DELHI ECOMMERCE PROCESSING CENTRE APEX,Billed Wt,Ground,280051.0
N33-DARYGANJ BRANCH,Volume,Air,9433.0
N33-DARYGANJ BRANCH,Billed Wt,Air,10405.0
N33-DARYGANJ BRANCH,Volume,Ground,122484.0
N33-DARYGANJ BRANCH,Billed Wt,Ground,300997.0
N41-DELHI SAMHALKHA SURFACE APEX,Volume,Air,0.0
N41-DELHI SAMHALKHA SURFACE APEX,Billed Wt,Air,0.0
N41-DELHI SAMHALKHA SURFACE APEX,Volume,Ground,5.0
N41-DELHI SAMHALKHA SURFACE APEX,Billed Wt,Ground,86.0
N43-TRANSYAMUNA APEX,Volume,Air,0.0
N43-TRANSYAMUNA APEX,Billed Wt,Air,0.0
N43-TRANSYAMUNA APEX,Volume,Ground,1.0
N43-TRANSYAMUNA APEX,Billed Wt,Ground,1.0
N37-JAMMU BRANCH,Volume,Air,4463.0
N37-JAMMU BRANCH,Billed Wt,Air,3696.0
N37-JAMMU BRANCH,Volume,Ground,22819.0
N37-JAMMU BRANCH,Billed Wt,Ground,49734.0
N30-NOIDA APEX,Volume,Air,52385.0
N30-NOIDA APEX,Billed Wt,Air,91517.0
N30-NOIDA APEX,Volume,Ground,122198.0
N30-NOIDA APEX,Billed Wt,Ground,318792.0
N31-GREATER NOIDA BRANCH,Volume,Air,17377.0
