zone,region,city,office,name,lat,lon
WEST,PUNE,PUNE,P65,RANJANGAON BRANCH,18.715775,74.179947
WEST,PUNE,LATUR,P72,BEED BRANCH,18.99387417,75.75504835
WEST,PUNE,PUNE,P73,TALEGAON BRANCH,18.730266,73.650295
NORTH,JAIPUR,JAIPUR,Q01,JAIPUR LALKOTHI BRANCH,26.89508,75.7846
NORTH,JAIPUR,JODHPUR,Q02,JODHPUR BRANCH,26.22714214,73.00817608
NORTH,JAIPUR,UDAIPUR,Q04,UDAIPUR BRANCH,24.57303714,73.7064791
NORTH,JAIPUR,JAIPUR,Q06,JAIPUR VAISHALINAGAR BRANCH,26.88269,75.74025
NORTH,JAIPUR,ALWAR,Q07,ALWAR BRANCH,27.575846,76.612039
NORTH,JAIPUR,AJMER,Q09,AJMER BRANCH,26.4275957,74.6494302
NORTH,JAIPUR,PALI (RJ),Q10,PALI BRANCH,25.774369,73.339469
NORTH,JAIPUR,BHIWADI,Q11,BHIWADI BRANCH,28.1968,76.83771
NORTH,JAIPUR,SRIGANGANAGAR,Q13,SRIGANGANAGAR BRANCH,29.907571,73.877824
NORTH,JAIPUR,BIKANER,Q14,BIKANER BRANCH,27.998,73.325423
NORTH,JAIPUR,SIKAR,Q16,SIKAR BRANCH,27.606631,75.15031
NORTH,JAIPUR,JAIPUR,Q17,MANSAROVAR BRANCH,26.829017,75.777089
NORTH,JAIPUR,BAWAL,Q34,BAWAL BRANCH,28.0745063,76.5665064
NORTH,JAIPUR,JAIPUR,Q35,JAIPUR VKI BRANCH,26.9612,75.771137
NORTH,JAIPUR,ALWAR,Q44,NEEMRANA BRANCH,27.96147077,76.3734739
NORTH,JAIPUR,JAIPUR,Q48,IP DISPATCH JAIPUR BRANCH,26.88274,75.740257
WEST,NAGPUR RO,AKOLA,R04,AKOLA BRANCH,20.695675,76.96791
WEST,NAGPUR RO,BILASPUR,R07,BILASPUR BRANCH,22.06746532,82.18554861
WEST,NAGPUR RO,BHILAI,R08,BHILLAI BRANCH,21.199814,81.323859
WEST,NAGPUR RO,KORBA,R10,KORBA BRANCH,22.3583,82.70833
WEST,NAGPUR RO,NAGPUR,R11,NAGPUR PANDE LAYOUT BRANCH,21.1052737,79.0509123
WEST,NAGPUR RO,AMARAVATI,R12,AMRAVATI BRANCH,21.00105,77.81166
WEST,NAGPUR RO,RAIGARH,R19,RAIGARH BRANCH,21.89603557,83.39058014
WEST,NAGPUR RO,NAGPUR,R32,NAGPUR GHAT ROAD BRANCH,21.142512,79.090522
NORTH,SOUTH DELHI RO,DELHI,S01,KHIRKI BRANCH,28.53452243,77.21837521
NORTH,SOUTH DELHI RO,FARIDABAD,S02,FARIDABAD BRANCH,28.396359,77.31341
