zone,region,city,office,name,lat,lon
EAST,PATNA,MOTIHARI,T36,MOTIHARI BRANCH,26.6382312,84.9236182
EAST,PATNA,DUMKA,T86,DUMKA BRANCH,24.286084,87.252397
EAST,PATNA,GODDA,T87,GODDA BRANCH,24.815503,87.209508
EAST,PATNA,MOHANIA,T88,MOHANIA BRANCH,25.1581719,83.62298441
NORTH,GHAZIABAD RO,LUCKNOW,U01,LUCKNOW BRANCH,26.8539,80.94651
NORTH,GHAZIABAD RO,ALLAHABAD,U02,PRAYAGRAJ BRANCH,25.45734,81.82956
NORTH,GHAZIABAD RO,KANPUR,U03,KANPUR BRANCH,26.42149,80.31762
NORTH,GHAZIABAD RO,GORAKHPUR,U06,GORAKHPUR BRANCH,26.73272,83.3804
NORTH,GHAZIABAD RO,GWALIOR,U07,GWALIOR BRANCH,26.207341,78.191825
NORTH,GHAZIABAD RO,AGRA,U09,AGRA BRANCH,27.21137,77.961799
NORTH,GHAZIABAD RO,DEHRADUN,U10,DEHRADUN BRANCH,30.29691,77.99936
NORTH,GHAZIABAD RO,HALDWANI,U12,HALDWANI BRANCH,29.19035339,79.52363586
NORTH,GHAZIABAD RO,MEERUT,U13,MEERUT BRANCH,28.94828525,77.67162749
NORTH,GHAZIABAD RO,VARANASI,U130,VARANASI BRANCH,25.3002314,82.9800285
NORTH,GHAZIABAD RO,GAZIPUR,U133,AZAMGARH BRANCH,26.08468847,83.19300796
NORTH,GHAZIABAD RO,LUCKNOW,U139,LUCKNOW TRANSPORT NAGAR BRANCH,26.776996,80.897897
NORTH,GHAZIABAD RO,MORADABAD,U14,MORADABAD BRANCH,28.821103,78.796796
NORTH,GHAZIABAD RO,LAKHIMPUR,U140,LAKHIMPUR MINI BRANCH,27.9377051,80.8044634
NORTH,GHAZIABAD RO,KANNAUJ,U141,KANNUAJ BRANCH,27.032581,79.915739
NORTH,GHAZIABAD RO,BASTI,U142,BASTI BRANCH,26.79775,82.71465
NORTH,GHAZIABAD RO,LUCKNOW,U143,GOMTI NAGAR BRANCH,26.855187,81.027318
NORTH,GHAZIABAD RO,RAIBARELI,U144,RAEBARELI BRANCH,26.229302,81.250433
NORTH,GHAZIABAD RO,BULANDSHAHAR,U145,BULANDSHAHR BRANCH,28.39634409,77.82953434
NORTH,GHAZIABAD RO,GHAZIABAD,U146,GHAZIABAD BRANCH,28.68924002,77.43653512
NORTH,GHAZIABAD RO,BAREILLY,U15,BAREILLY BRANCH,28.3980359,79.373463
NORTH,GHAZIABAD RO,KANPUR,U150,KANPUR CITY BRANCH,26.423418,80.324584
NORTH,GHAZIABAD RO,ALIGARH,U16,ALIGARH BRANCH,27.87556111,78.09470713
NORTH,GHAZIABAD RO,RISHIKESH,U17,RISHIKESH BRANCH,30.11009341,78.29898348
NORTH,GHAZIABAD RO,HARDWAR,U18,HARDWAR BRANCH,29.93877504,78.04878967
NORTH,GHAZIABAD RO,MUZAFFARNAGAR,U19,MUZAFFARNAGAR BRANCH,29.46246768,77.7129576
NORTH,GHAZIABAD RO,SHAHARANPUR,U20,SAHARANPUR BRANCH,29.967135,77.561666
NORTH,GHAZIABAD RO,SAHIBABAD,U21,SAHIBABAD BRANCH,28.67808947,77.37403632
NORTH,GHAZIABAD RO,ROORKEE,U22,ROORKEE BRANCH,29.8917447,77.8681631
NORTH,GHAZIABAD RO,RUDRAPUR,U23,RUDRAPUR BRANCH,28.95974,79.42132
NORTH,GHAZIABAD RO,JHANSI,U24,JHANSI BRANCH,25.4861389,78.5594444
NORTH,GHAZIABAD RO,MATHURA,U25,MATHURA BRANCH,27.49056234,77.65546007
NORTH,GHAZIABAD RO,FAIZABAD,U26,AYODHYA BRANCH,26.76757028,82.17389723
NORTH,GHAZIABAD RO,KASHIPUR,U27,KASHIPUR BRANCH,29.193968,78.94991
NORTH,GHAZIABAD RO,DEHRADUN,U28,SELAQUI BRANCH,30.3642,77.847537
NORTH,GHAZIABAD RO,VAISHALI (UP),U30,VAISHALI BRANCH,28.6729173,77.3599774
NORTH,GHAZIABAD RO,BIJNOR,U31,BIJNORE BRANCH,29.365543,78.140978
NORTH,GHAZIABAD RO,GONDA,U45,GONDA BRANCH,27.15034001,81.95553948
NORTH,GHAZIABAD RO,LUCKNOW,U48,MAHANAGAR LUCKNOW BRANCH,26.8710987,80.9642826
NORTH,GHAZIABAD RO,AMETHI,U78,SULTANPUR BRANCH,26.23727836,82.0623568
SOUTH,VIJAYAWADA,TIRUPATI,V01,TIRUPATI BRANCH,13.6308852,79.4840983
SOUTH,VIJAYAWADA,KURNOOL,V04,KURNOOL BRANCH,15.797312,78.035312
SOUTH,VIJAYAWADA,RAJAHMUNDRY,V05,RAJAHMUNDRY BRANCH,17.03889,81.826194
SOUTH,VIJAYAWADA,GUNTUR,V08,GUNTUR BRANCH,16.27664625,80.43586528
SOUTH,VIJAYAWADA,ONGOLE,V10,ONGOLE BRANCH,15.5215757,80.042791
SOUTH,VIJAYAWADA,VIZIANAGARAM,V11,VIZIANAGARAM BRANCH,18.098368,83.433467
SOUTH,VIJAYAWADA,SRIKAKULAM,V12,SRIKAKULAM BRANCH,18.309285,83.918726
SOUTH,VIJAYAWADA,KAKINADA,V15,KAKINADA SUB BRANCH,16.97503955,82.2312297
SOUTH,VIJAYAWADA,VIJAYAWADA,V19,VIJAYAWADA SCS BRANCH,16.5479875,80.6892874
SOUTH,VIJAYAWADA,VISHAKAPATNAM,V20,VISHAKAPATNAM SCS BRANCH,17.73699,83.26624
SOUTH,VIJAYAWADA,NANDYAL,V22,NANDYAL SUB BRANCH,15.4615815,78.4850014
SOUTH,VIJAYAWADA,ANANTHPUR,V24,HINDUPUR BRANCH,13.84673,77.48332
SOUTH,VIJAYAWADA,BHIMAVARAM,V57,BHIMAVARAM SUB BRANCH,16.5462114,81.52220247
SOUTH,VIJAYAWADA,VIJAYAWADA,V58,VIJAYAWADA BRANCH,16.5479875,80.6892874
EAST,BHUBANESHWAR,CUTTACK,W02,CUTTACK BRANCH,20.4071466,85.8776718
EAST,BHUBANESHWAR,ROURKELA,W03,ROURKELA BRANCH,22.23,84.8255
EAST,BHUBANESHWAR,BERHAMPUR -OR,W04,BERHAMPUR BRANCH,19.28545,84.795772
EAST,BHUBANESHWAR,JAJPUR,W05,JAJPUR ROAD BRANCH,20.93365,86.173234
EAST,BHUBANESHWAR,BALASORE,W06,BALASORE BRANCH,21.52448,86.89565
EAST,BHUBANESHWAR,SAMBALPUR,W07,SAMBALPUR BRANCH,21.49330792,83.98151537
EAST,BHUBANESHWAR,RAYAGADA,W08,RAYAGADA SUB BRANCH,19.186187,83.412693
EAST,BHUBANESHWAR,ANGUL,W09,ANGUL BRANCH,20.825877,85.093817
EAST,BHUBANESHWAR,BHUBANESHWAR,W21,RUCHIKA MARKET BRANCH,20.281375,85.793248
EAST,BHUBANESHWAR,BHUBANESHWAR,W52,MANCHESWAR BRANCH,20.302516,85.85346
EAST,BHUBANESHWAR,BERHAMPUR -OR,W54,KHALLIKOTE BRANCH,19.6281,85.1314
EAST,BHUBANESHWAR,BHUBANESHWAR,W57,BHIMATANGI IGSP BRANCH,20.24134,85.82539
EAST,BHUBANESHWAR,CUTTACK,W58,IP DISPATCH ODISHA BRANCH,20.4071466,85.8776718
EAST,GUWAHATI,DIBRUGARH,X04,DIBRUGARH BRANCH,27.48097,94.906652
EAST,GUWAHATI,TEZPUR,X05,TEZPUR BRANCH,26.66273225,92.80764845
EAST,GUWAHATI,GUWAHATI,X10,LANUNG GAON BRANCH,26.13382,91.62004
EAST,GUWAHATI,GOALPARA,X18,GOALPARA BRANCH,26.16949061,90.62561518
EAST,GUWAHATI,NAOGAON,X19,NAGAON BRANCH,26.35368864,92.68636504
EAST,GUWAHATI,GUWAHATI,X22,DISPUR BRANCH,26.13767279,91.79052075
EAST,GUWAHATI,DHUBRI,X23,DHUBRI BRANCH,26.01966,89.987739
EAST,GUWAHATI,ITANAGAR,X25,ITANAGAR BRANCH,27.10335107,93.62538013
EAST,GUWAHATI,SIBSAGAR,X26,SIVASAGAR BRANCH,26.996573,94.646011
EAST,GUWAHATI,GOLAGHAT,X27,GOLAGHAT BRANCH,26.50727326,93.97308808
EAST,GUWAHATI,NORTH LAKHIMPUR,X28,NORTH LAKHIMPUR BRANCH,27.2315944,94.0920157
EAST,GUWAHATI,NALBARI,X29,NALBARI BRANCH,26.45888,91.43701
EAST,GUWAHATI,DHARMANAGAR,X30,DHARMANAGAR BRANCH,24.37608462,92.16367112
EAST,GUWAHATI,JORHAT,X32,DIMAPUR BRANCH,25.91148426,93.70255499
EAST,GUWAHATI,NAOGAON,X33,JAGIROAD BRANCH,26.12113035,92.19794161
EAST,GUWAHATI,BONGAIGON,X34,BARPETA BRANCH,26.33178901,91.00853763
EAST,GUWAHATI,GUWAHATI,X36,AMINGAON BRANCH,26.18808231,91.66467152
EAST,GUWAHATI,MORANHAT,X37,MORAN BRANCH,27.19744102,94.91030293
