des_branch_code,service_type,type,sum
Q06,Air White,Volume,949.92
Q06,Ground,Volume,349.2
Q07,Air Red,Volume,55.12
Q07,Air White,Volume,328.52
Q07,Ground,Volume,89.88
Q09,Air Red,Volume,118.76
Q09,Air White,Volume,642.08
Q09,Ground,Volume,164.92
Q10,Air Red,Volume,24.76
Q10,Air White,Volume,108.2
Q10,Ground,Volume,39.24
Q11,Air Red,Volume,67.24
Q11,Air White,Volume,567.48
Q11,Ground,Volume,93.68
Q12,Air Red,Volume,73.4
Q12,Air White,Volume,357.92
Q12,Ground,Volume,105.0
Q13,Air Red,Volume,73.68
Q13,Air White,Volume,389.68
Q13,Ground,Volume,113.12
Q14,Air Red,Volume,62.4
Q14,Air White,Volume,289.44
Q14,Ground,Volume,94.68
Q16,Air Red,Volume,101.8
Q16,Air White,Volume,455.16
Q16,Ground,Volume,156.28
Q17,Air Red,Volume,258.76
Q17,Air White,Volume,1025.32
Q17,Ground,Volume,148.56
Q18,Air Red,Volume,13.92
Q18,Air White,Volume,91.52
Q18,Ground,Volume,23.88
Q34,Air Red,Volume,69.08
Q34,Air White,Volume,506.4
Q34,Ground,Volume,123.4
Q35,Air Red,Volume,102.92
Q35,Air White,Volume,723.6
Q35,Ground,Volume,143.2
Q40,Air Red,Volume,24.48
Q40,Air White,Volume,98.48
Q40,Ground,Volume,35.32
Q41,Air Red,Volume,19.36
Q41,Air White,Volume,115.36
Q41,Ground,Volume,28.36
Q43,Air Red,Volume,5.8
Q43,Air White,Volume,35.92
Q43,Ground,Volume,6.32
Q44,Air Red,Volume,20.24
Q44,Air White,Volume,157.92
Q44,Ground,Volume,27.04
Q48,Air Red,Volume,0.52
Q48,Air White,Volume,516.24
Q48,Ground,Volume,125.24
R02,Air Red,Volume,48.56
R02,Air White,Volume,295.52
R02,Ground,Volume,67.8
R04,Air Red,Volume,48.68
R04,Air White,Volume,295.28
R04,Ground,Volume,78.48
R07,Air Red,Volume,93.24
R07,Air White,Volume,315.24
R07,Ground,Volume,139.56
R08,Air Red,Volume,108.68
R08,Air White,Volume,478.68
R08,Ground,Volume,138.4
R10,Air Red,Volume,25.68
R10,Air White,Volume,94.32
R10,Ground,Volume,34.36
R11,Air Red,Volume,185.0
R11,Air White,Volume,1091.76
R11,Ground,Volume,198.88
R12,Air Red,Volume,62.04
R12,Air White,Volume,354.96
R12,Ground,Volume,90.2
R13,Air Red,Volume,27.4
R13,Air White,Volume,202.4
R13,Ground,Volume,49.92
R19,Air Red,Volume,31.24
R19,Air White,Volume,180.56
R19,Ground,Volume,46.48
R28,Air Red,Volume,27.04
R28,Air White,Volume,175.0
R28,Ground,Volume,49.92
R29,Air Red,Volume,30.28
R29,Air White,Volume,94.6
R29,Ground,Volume,47.0
R32,Air Red,Volume,284.24
R32,Air White,Volume,1247.32
R32,Ground,Volume,277.88
S01,Air Red,Volume,493.96
S01,Air White,Volume,1795.76
S01,Ground,Volume,163.4
S02,Air Red,Volume,310.8
S02,Air White,Volume,1803.8
S02,Ground,Volume,274.6
S03,Air Red,Volume,295.84
S03,Air White,Volume,1213.36
S03,Ground,Volume,109.68
S04,Air Red,Volume,548.84
S04,Air White,Volume,2843.76
S04,Ground,Volume,556.8
S09,Air Red,Volume,309.4
S09,Air White,Volume,1467.4
S09,Ground,Volume,166.48
S17,Air Red,Volume,307.08
S17,Air White,Volume,1086.28
S17,Ground,Volume,107.24
S26,Air Red,Volume,155.16
S26,Air White,Volume,706.32
S26,Ground,Volume,94.92
S27,Air Red,Volume,176.6
S27,Air White,Volume,1329.48
S27,Ground,Volume,220.48
T03,Air Red,Volume,200.16
T03,Air White,Volume,906.28
T03,Ground,Volume,206.16
T04,Air Red,Volume,138.24
T04,Air White,Volume,517.88
T04,Ground,Volume,181.48
T05,Air Red,Volume,67.32
T05,Air White,Volume,258.28
T05,Ground,Volume,89.64
T06,Air Red,Volume,54.88
T06,Air White,Volume,180.48
T06,Ground,Volume,69.52
T07,Air Red,Volume,53.4
T07,Air White,Volume,175.4
T07,Ground,Volume,64.36
T09,Air Red,Volume,54.4
T09,Air White,Volume,214.84
T09,Ground,Volume,62.2
T10,Air Red,Volume,47.12
T10,Air White,Volume,204.2
T10,Ground,Volume,163.36
T13,Air Red,Volume,70.24
T13,Air White,Volume,225.92
T13,Ground,Volume,104.56
T14,Air Red,Volume,0.04
T14,Air White,Volume,0.2
T14,Ground,Volume,0.08
T15,Air Red,Volume,34.04
T15,Air White,Volume,98.4
T15,Ground,Volume,40.04
T16,Air Red,Volume,19.72
T16,Air White,Volume,86.36
T16,Ground,Volume,31.0
T18,Air Red,Volume,14.88
T18,Air White,Volume,61.0
T18,Ground,Volume,20.56
T26,Air Red,Volume,44.52
T26,Air White,Volume,161.16
T26,Ground,Volume,70.4
T32,Air Red,Volume,264.0
T32,Air White,Volume,1008.08
T32,Ground,Volume,171.2
T34,Air Red,Volume,40.96
T34,Air White,Volume,139.64
T34,Ground,Volume,55.28
T36,Air Red,Volume,38.04
T36,Air White,Volume,123.92
T36,Ground,Volume,55.0
T38,Air Red,Volume,16.32
T38,Air White,Volume,58.8
T38,Ground,Volume,24.76
T39,Air Red,Volume,24.28
T39,Air White,Volume,72.04
T39,Ground,Volume,25.24
T40,Air Red,Volume,24.48
T40,Air White,Volume,85.16
T40,Ground,Volume,31.36
T42,Air Red,Volume,34.96
T42,Air White,Volume,134.8
T42,Ground,Volume,58.8
T85,Air Red,Volume,20.16
T85,Air White,Volume,74.88
T85,Ground,Volume,33.52
T86,Air Red,Volume,7.64
T86,Air White,Volume,25.96
T86,Ground,Volume,12.56
T87,Air Red,Volume,3.68
T87,Air White,Volume,28.24
T87,Ground,Volume,11.24
T88,Air Red,Volume,8.24
T88,Air White,Volume,29.16
T88,Ground,Volume,11.0
T89,Air Red,Volume,59.16
T89,Air White,Volume,224.96
T89,Ground,Volume,57.8
U01,Air Red,Volume,154.04
U01,Air White,Volume,838.04
U01,Ground,Volume,159.12
U02,Air Red,Volume,177.12
U02,Air White,Volume,840.56
U02,Ground,Volume,232.0
U03,Air Red,Volume,351.76
U03,Air White,Volume,2087.04
U03,Ground,Volume,503.16
U06,Air Red,Volume,180.04
U06,Air White,Volume,887.04
U06,Ground,Volume,322.12
U07,Air Red,Volume,138.92
U07,Air White,Volume,694.16
U07,Ground,Volume,239.96
U09,Air Red,Volume,238.84
U09,Air White,Volume,1595.36
U09,Ground,Volume,371.0
U10,Air Red,Volume,262.16
U10,Air White,Volume,1264.04
U10,Ground,Volume,295.92
U110,Air Red,Volume,8.28
U110,Air White,Volume,43.76
U110,Ground,Volume,2.56
U12,Air Red,Volume,59.0
U12,Air White,Volume,299.6
U12,Ground,Volume,92.0
U13,Air Red,Volume,178.08
U13,Air White,Volume,1021.32
U13,Ground,Volume,214.08
U130,Air Red,Volume,139.48
U130,Air White,Volume,667.32
U130,Ground,Volume,147.36
U133,Air Red,Volume,31.4
U133,Air White,Volume,153.68
U133,Ground,Volume,65.72
U135,Air Red,Volume,17.56
U135,Air White,Volume,119.76
U135,Ground,Volume,33.52
U139,Air Red,Volume,191.0
U139,Air White,Volume,1132.76
U139,Ground,Volume,229.68
U14,Air Red,Volume,89.6
U14,Air White,Volume,638.52
U14,Ground,Volume,157.04
U140,Air Red,Volume,18.2
U140,Air White,Volume,127.24
U140,Ground,Volume,51.04
U141,Air Red,Volume,24.16
U141,Air White,Volume,169.12
U141,Ground,Volume,61.92
U142,Air Red,Volume,12.84
U142,Air White,Volume,76.0
U142,Ground,Volume,36.4
U143,Air Red,Volume,161.24
U143,Air White,Volume,780.48
U143,Ground,Volume,119.52
U145,Air Red,Volume,22.24
U145,Air White,Volume,150.28
U145,Ground,Volume,42.24
U15,Air Red,Volume,104.68
U15,Air White,Volume,640.68
U15,Ground,Volume,186.88
U16,Air Red,Volume,103.28
U16,Air White,Volume,701.72
U16,Ground,Volume,215.88
U17,Air Red,Volume,40.24
U17,Air White,Volume,215.64
U17,Ground,Volume,69.92
U18,Air Red,Volume,64.64
U18,Air White,Volume,457.84
U18,Ground,Volume,94.88
U19,Air Red,Volume,59.36
U19,Air White,Volume,419.0
U19,Ground,Volume,105.36
U20,Air Red,Volume,46.8
U20,Air White,Volume,335.12
U20,Ground,Volume,78.88
U21,Air Red,Volume,49.92
U21,Air White,Volume,515.48
U21,Ground,Volume,36.96
U22,Air Red,Volume,52.72
U22,Air White,Volume,421.64
U22,Ground,Volume,90.0
U23,Air Red,Volume,74.16
U23,Air White,Volume,569.24
U23,Ground,Volume,113.16
U24,Air Red,Volume,73.8
U24,Air White,Volume,451.88
U24,Ground,Volume,139.2
U25,Air Red,Volume,80.64
U25,Air White,Volume,479.56
U25,Ground,Volume,129.72
U26,Air Red,Volume,42.72
U26,Air White,Volume,238.92
U26,Ground,Volume,84.92
U27,Air Red,Volume,26.04
U27,Air White,Volume,210.56
U27,Ground,Volume,55.92
U28,Air Red,Volume,27.92
U28,Air White,Volume,204.36
U28,Ground,Volume,45.56
U30,Air Red,Volume,194.72
U30,Air White,Volume,916.48
U30,Ground,Volume,165.32
U31,Air Red,Volume,25.76
U31,Air White,Volume,182.64
U31,Ground,Volume,71.0
U44,Air Red,Volume,14.32
U44,Air White,Volume,112.52
U44,Ground,Volume,29.44
U45,Air Red,Volume,33.12
U45,Air White,Volume,191.32
U45,Ground,Volume,72.2
U48,Air Red,Volume,201.88
U48,Air White,Volume,914.96
U48,Ground,Volume,201.84
U77,Air Red,Volume,25.28
U77,Air White,Volume,188.04
U77,Ground,Volume,55.76
U78,Air Red,Volume,26.96
U78,Air White,Volume,156.08
U78,Ground,Volume,60.8
U79,Air Red,Volume,34.56
U79,Air White,Volume,145.04
U79,Ground,Volume,61.96
U83,Air Red,Volume,8.4
U83,Air White,Volume,62.04
U83,Ground,Volume,17.6
U95,Air Red,Volume,33.48
U95,Air White,Volume,224.76
U95,Ground,Volume,70.16
V01,Air Red,Volume,168.4
V01,Air White,Volume,1392.84
V01,Ground,Volume,222.36
V04,Air Red,Volume,128.72
V04,Air White,Volume,1322.6
V04,Ground,Volume,229.48
V05,Air Red,Volume,229.24
V05,Air White,Volume,1854.04
V05,Ground,Volume,288.52
V07,Air Red,Volume,92.72
V07,Air White,Volume,825.2
V07,Ground,Volume,145.72
V08,Air Red,Volume,346.32
V08,Air White,Volume,3244.0
V08,Ground,Volume,382.44
V09,Air Red,Volume,150.4
V09,Air White,Volume,1433.04
V09,Ground,Volume,192.08
V10,Air Red,Volume,151.88
V10,Air White,Volume,1420.76
V10,Ground,Volume,179.16
V11,Air Red,Volume,70.4
V11,Air White,Volume,541.72
V11,Ground,Volume,85.44
V12,Air Red,Volume,65.76
V12,Air White,Volume,523.64
V12,Ground,Volume,101.84
V13,Air Red,Volume,113.12
V13,Air White,Volume,1138.16
V13,Ground,Volume,153.76
V15,Air Red,Volume,103.68
V15,Air White,Volume,831.6
V15,Ground,Volume,123.64
V16,Air Red,Volume,154.28
V16,Air White,Volume,1293.08
V16,Ground,Volume,159.24
V21,Air Red,Volume,43.6
V21,Air White,Volume,393.84
V21,Ground,Volume,61.72
V22,Air Red,Volume,38.92
V22,Air White,Volume,384.44
V22,Ground,Volume,61.96
V24,Air Red,Volume,30.88
V24,Air White,Volume,315.64
V24,Ground,Volume,67.08
V32,Air Red,Volume,31.28
V32,Air White,Volume,286.92
V32,Ground,Volume,41.04
V57,Air Red,Volume,114.56
V57,Air White,Volume,980.04
V57,Ground,Volume,144.28
V58,Air Red,Volume,484.64
V58,Air White,Volume,4575.8
V58,Ground,Volume,512.76
W02,Air Red,Volume,174.16
W02,Air White,Volume,883.48
W02,Ground,Volume,273.16
W03,Air Red,Volume,72.96
W03,Air White,Volume,359.2
W03,Ground,Volume,101.12
W04,Air Red,Volume,84.76
W04,Air White,Volume,322.4
W04,Ground,Volume,114.64
W05,Air Red,Volume,61.6
W05,Air White,Volume,359.76
W05,Ground,Volume,93.88
W06,Air Red,Volume,65.28
W06,Air White,Volume,278.04
W06,Ground,Volume,107.88
W07,Air Red,Volume,82.96
W07,Air White,Volume,341.76
W07,Ground,Volume,120.64
W08,Air Red,Volume,23.8
W08,Air White,Volume,104.08
W08,Ground,Volume,28.68
W09,Air Red,Volume,52.64
W09,Air White,Volume,266.08
W09,Ground,Volume,63.64
W12,Air Red,Volume,54.12
W12,Air White,Volume,318.48
W12,Ground,Volume,67.2
W14,Air Red,Volume,18.76
W14,Air White,Volume,97.4
W14,Ground,Volume,39.88
W15,Air Red,Volume,20.52
W15,Air White,Volume,71.32
W15,Ground,Volume,26.8
W21,Air Red,Volume,99.28
W21,Air White,Volume,401.84
W21,Ground,Volume,68.28
W22,Air Red,Volume,46.2
W22,Air White,Volume,190.48
W22,Ground,Volume,69.12
W23,Air Red,Volume,48.0
W23,Air White,Volume,210.04
W23,Ground,Volume,98.04
W40,Air Red,Volume,26.56
W40,Air White,Volume,125.68
W40,Ground,Volume,40.48
W52,Air Red,Volume,220.52
W52,Air White,Volume,961.72
W52,Ground,Volume,306.68
W54,Air Red,Volume,0.0
W54,Air White,Volume,0.04
W54,Ground,Volume,0.0
W57,Air Red,Volume,56.4
W57,Air White,Volume,215.52
W57,Ground,Volume,28.52
X02,Air Red,Volume,89.8
X02,Air White,Volume,321.32
X02,Ground,Volume,113.64
X04,Air Red,Volume,0.04
X04,Air White,Volume,0.72
X04,Ground,Volume,0.16
X05,Air Red,Volume,51.12
X05,Air White,Volume,325.4
X05,Ground,Volume,88.04
X06,Air Red,Volume,66.04
X06,Air White,Volume,233.8
X06,Ground,Volume,62.36
X07,Air Red,Volume,32.28
X07,Air White,Volume,73.52
X07,Ground,Volume,28.16
X10,Air Red,Volume,70.6
X10,Air White,Volume,315.36
X10,Ground,Volume,88.4
X12,Air Red,Volume,18.72
X12,Air White,Volume,49.76
X12,Ground,Volume,14.12
X13,Air Red,Volume,43.84
X13,Air White,Volume,201.24
X13,Ground,Volume,58.12
X14,Air Red,Volume,13.8
X14,Air White,Volume,80.68
X14,Ground,Volume,13.44
X15,Air Red,Volume,42.84
X15,Air White,Volume,227.92
X15,Ground,Volume,55.36
X17,Air Red,Volume,41.44
X17,Air White,Volume,234.04
X17,Ground,Volume,56.32
X18,Air Red,Volume,28.88
X18,Air White,Volume,148.28
X18,Ground,Volume,38.24
X19,Air Red,Volume,24.64
X19,Air White,Volume,168.08
X19,Ground,Volume,48.6
X22,Air Red,Volume,414.04
X22,Air White,Volume,1553.48
X22,Ground,Volume,277.72
X25,Air Red,Volume,34.92
X25,Air White,Volume,149.64
X25,Ground,Volume,43.08
X26,Air Red,Volume,18.4
X26,Air White,Volume,135.68
X26,Ground,Volume,30.2
X27,Air Red,Volume,23.44
X27,Air White,Volume,152.76
X27,Ground,Volume,28.76
X28,Air Red,Volume,16.2
X28,Air White,Volume,111.88
X28,Ground,Volume,31.32
X29,Air Red,Volume,15.32
X29,Air White,Volume,94.36
X29,Ground,Volume,28.52
X30,Air Red,Volume,17.76
X30,Air White,Volume,66.88
X30,Ground,Volume,21.8
X32,Air Red,Volume,29.28
X32,Air White,Volume,98.4
X32,Ground,Volume,38.4
X33,Air Red,Volume,9.24
X33,Air White,Volume,50.56
X33,Ground,Volume,13.44
X34,Air Red,Volume,27.4
X34,Air White,Volume,151.04
X34,Ground,Volume,46.64
X36,Air Red,Volume,0.04
X36,Air White,Volume,0.2
X36,Ground,Volume,0.0
X37,Air Red,Volume,3.96
X37,Air White,Volume,27.84
X37,Ground,Volume,6.36
X38,Air Red,Volume,20.16
X38,Air White,Volume,114.68
X38,Ground,Volume,32.2
X39,Air Red,Volume,19.04
X39,Air White,Volume,59.36
X39,Ground,Volume,12.84
X40,Air Red,Volume,0.16
X40,Air White,Volume,2.04
X40,Ground,Volume,0.04
X41,Air Red,Volume,1.36
X41,Air White,Volume,11.24
X41,Ground,Volume,2.56
A02,Air Red,Billed Wt,143.311
A02,Air White,Billed Wt,355.644
A02,Ground,Billed Wt,116.395
A03,Air Red,Billed Wt,330.349
A03,Air White,Billed Wt,1049.019
A03,Ground,Billed Wt,2451.719
A05,Air Red,Billed Wt,191.134
A05,Air White,Billed Wt,602.152
A05,Ground,Billed Wt,1462.278
A07,Air Red,Billed Wt,92.732
A07,Air White,Billed Wt,306.116
A07,Ground,Billed Wt,597.872
A11,Air Red,Billed Wt,277.954
A11,Air White,Billed Wt,891.965
A11,Ground,Billed Wt,1587.247
A16,Air Red,Billed Wt,66.413
A16,Air White,Billed Wt,291.61
A16,Ground,Billed Wt,640.792
A18,Air Red,Billed Wt,119.259
A18,Air White,Billed Wt,352.681
A18,Ground,Billed Wt,979.585
A24,Air Red,Billed Wt,380.403
A24,Air White,Billed Wt,912.647
A24,Ground,Billed Wt,1128.682
A27,Air Red,Billed Wt,40.173
A27,Air White,Billed Wt,145.139
A27,Ground,Billed Wt,347.762
A33,Air Red,Billed Wt,64.928
A33,Air White,Billed Wt,185.041
A33,Ground,Billed Wt,339.457
A36,Air Red,Billed Wt,619.495
A36,Air White,Billed Wt,1359.085
A36,Ground,Billed Wt,1319.643
A38,Air Red,Billed Wt,89.385
A38,Air White,Billed Wt,265.526
A38,Ground,Billed Wt,415.813
A44,Air Red,Billed Wt,125.804
A44,Air White,Billed Wt,216.289
A44,Ground,Billed Wt,534.451
A45,Air Red,Billed Wt,15.634
A45,Air White,Billed Wt,58.985
A45,Ground,Billed Wt,109.27
A46,Air Red,Billed Wt,319.36
A46,Air White,Billed Wt,951.436
A46,Ground,Billed Wt,314.909
A47,Air Red,Billed Wt,47.2
A47,Air White,Billed Wt,127.534
A47,Ground,Billed Wt,321.897
A48,Air Red,Billed Wt,123.344
A48,Air White,Billed Wt,432.261
A48,Ground,Billed Wt,807.076
A49,Air Red,Billed Wt,42.733
A49,Air White,Billed Wt,221.652
A49,Ground,Billed Wt,478.102
A50,Air Red,Billed Wt,115.948
A50,Air White,Billed Wt,311.702
A50,Ground,Billed Wt,1065.163
A51,Air Red,Billed Wt,3.172
A51,Air White,Billed Wt,15.314
A51,Ground,Billed Wt,5.724
B01,Air Red,Billed Wt,263.8
B01,Air White,Billed Wt,1128.59
B01,Ground,Billed Wt,1835.9
B02,Air Red,Billed Wt,302.146
B02,Air White,Billed Wt,1257.499
B02,Ground,Billed Wt,2096.574
B05,Air Red,Billed Wt,132.442
B05,Air White,Billed Wt,439.252
B05,Ground,Billed Wt,1148.506
B06,Air Red,Billed Wt,1056.077
B06,Air White,Billed Wt,3170.615
B06,Ground,Billed Wt,3431.999
B07,Air Red,Billed Wt,748.944
B07,Air White,Billed Wt,2185.518
B07,Ground,Billed Wt,3751.069
B08,Air Red,Billed Wt,470.878
B08,Air White,Billed Wt,1354.501
B08,Ground,Billed Wt,3039.947
B09,Air Red,Billed Wt,599.369
B09,Air White,Billed Wt,2003.693
B09,Ground,Billed Wt,3107.179
B11,Air Red,Billed Wt,553.661
B11,Air White,Billed Wt,1635.558
B11,Ground,Billed Wt,1856.414
B13,Air Red,Billed Wt,34.639
B13,Air White,Billed Wt,212.266
B13,Ground,Billed Wt,267.87
B14,Air Red,Billed Wt,156.782
B14,Air White,Billed Wt,594.581
B14,Ground,Billed Wt,1070.024
B16,Air Red,Billed Wt,134.339
B16,Air White,Billed Wt,636.597
B16,Ground,Billed Wt,1583.356
B18,Air Red,Billed Wt,95.828
B18,Air White,Billed Wt,716.96
B18,Ground,Billed Wt,1283.129
B19,Air Red,Billed Wt,86.83
B19,Air White,Billed Wt,533.492
B19,Ground,Billed Wt,1163.015
B26,Air Red,Billed Wt,468.887
B26,Air White,Billed Wt,1681.336
B26,Ground,Billed Wt,2295.299
B27,Air Red,Billed Wt,163.329
B27,Air White,Billed Wt,639.486
B27,Ground,Billed Wt,1802.586
B32,Air Red,Billed Wt,291.14
B32,Air White,Billed Wt,768.112
B32,Ground,Billed Wt,1367.311
B35,Air Red,Billed Wt,1028.148
B35,Air White,Billed Wt,3247.338
B35,Ground,Billed Wt,4024.861
B38,Air Red,Billed Wt,100.86
B38,Air White,Billed Wt,511.332
B38,Ground,Billed Wt,964.649
B39,Air Red,Billed Wt,42.532
B39,Air White,Billed Wt,339.037
B39,Ground,Billed Wt,559.861
B41,Air Red,Billed Wt,32.127
B41,Air White,Billed Wt,237.728
B41,Ground,Billed Wt,519.548
B42,Air Red,Billed Wt,45.354
B42,Air White,Billed Wt,203.363
B42,Ground,Billed Wt,734.046
B43,Air Red,Billed Wt,115.204
B43,Air White,Billed Wt,550.947
B43,Ground,Billed Wt,1014.201
B47,Air Red,Billed Wt,45.97
B47,Air White,Billed Wt,263.038
B47,Ground,Billed Wt,680.437
B50,Air Red,Billed Wt,88.486
B50,Air White,Billed Wt,583.483
B50,Ground,Billed Wt,1260.321
B51,Air Red,Billed Wt,76.548
B51,Air White,Billed Wt,238.467
B51,Ground,Billed Wt,373.6
B53,Air Red,Billed Wt,134.744
B53,Air White,Billed Wt,478.464
B53,Ground,Billed Wt,828.802
B58,Air Red,Billed Wt,694.312
B58,Air White,Billed Wt,1471.319
B58,Ground,Billed Wt,2316.25
B59,Air Red,Billed Wt,641.873
B59,Air White,Billed Wt,2285.716
B59,Ground,Billed Wt,2780.927
B61,Air Red,Billed Wt,465.386
B61,Air White,Billed Wt,1755.307
B61,Ground,Billed Wt,2741.508
B62,Air Red,Billed Wt,22.696
B62,Air White,Billed Wt,128.586
B62,Ground,Billed Wt,289.646
B63,Air Red,Billed Wt,29.232
B63,Air White,Billed Wt,200.738
B63,Ground,Billed Wt,453.754
B64,Air Red,Billed Wt,51.953
B64,Air White,Billed Wt,196.1
B64,Ground,Billed Wt,270.0
B65,Air Red,Billed Wt,45.159
B65,Air White,Billed Wt,186.479
B65,Ground,Billed Wt,311.952
B68,Air Red,Billed Wt,205.083
B68,Air White,Billed Wt,625.282
B68,Ground,Billed Wt,1257.168
B95,Air Red,Billed Wt,25.98
B95,Air White,Billed Wt,175.101
B95,Ground,Billed Wt,310.628
C02,Air Red,Billed Wt,130.174
C02,Air White,Billed Wt,623.013
C02,Ground,Billed Wt,1521.007
C08,Air Red,Billed Wt,135.696
C08,Air White,Billed Wt,700.413
C08,Ground,Billed Wt,1633.572
C13,Air Red,Billed Wt,525.613
C13,Air White,Billed Wt,1359.377
C13,Ground,Billed Wt,2431.124
C14,Air Red,Billed Wt,421.043
C14,Air White,Billed Wt,1032.388
C14,Ground,Billed Wt,1287.218
C15,Air Red,Billed Wt,204.656
C15,Air White,Billed Wt,702.176
C15,Ground,Billed Wt,1325.042
C22,Air Red,Billed Wt,108.27
C22,Air White,Billed Wt,679.116
C22,Ground,Billed Wt,2197.189
C30,Air Red,Billed Wt,190.548
C30,Air White,Billed Wt,695.184
C30,Ground,Billed Wt,1251.418
C36,Air Red,Billed Wt,394.819
C36,Air White,Billed Wt,1234.694
C36,Ground,Billed Wt,1356.824
C37,Air Red,Billed Wt,298.074
C37,Air White,Billed Wt,961.928
C37,Ground,Billed Wt,1448.399
C38,Air Red,Billed Wt,231.285
C38,Air White,Billed Wt,775.751
C38,Ground,Billed Wt,1046.292
C47,Air Red,Billed Wt,444.044
C47,Air White,Billed Wt,1380.245
C47,Ground,Billed Wt,1951.222
C48,Air Red,Billed Wt,279.519
C48,Air White,Billed Wt,796.056
C48,Ground,Billed Wt,1423.327
C50,Air Red,Billed Wt,95.56
C50,Air White,Billed Wt,431.838
C50,Ground,Billed Wt,633.12
C53,Air Red,Billed Wt,250.275
C53,Air White,Billed Wt,836.698
C53,Ground,Billed Wt,2756.96
C57,Air Red,Billed Wt,112.76
C57,Air White,Billed Wt,346.818
C57,Ground,Billed Wt,838.691
C59,Air Red,Billed Wt,54.84
C59,Air White,Billed Wt,251.896
C59,Ground,Billed Wt,598.242
C60,Air Red,Billed Wt,53.244
C60,Air White,Billed Wt,170.639
C60,Ground,Billed Wt,497.579
C73,Air Red,Billed Wt,56.336
C73,Air White,Billed Wt,134.395
C73,Ground,Billed Wt,317.643
C74,Air Red,Billed Wt,196.285
C74,Air White,Billed Wt,834.946
C74,Ground,Billed Wt,1182.757
E02,Air Red,Billed Wt,227.938
E02,Air White,Billed Wt,675.053
E02,Ground,Billed Wt,1394.276
E03,Air Red,Billed Wt,119.234
E03,Air White,Billed Wt,651.184
E03,Ground,Billed Wt,1345.493
E05,Air Red,Billed Wt,39.184
E05,Air White,Billed Wt,219.05
E05,Ground,Billed Wt,508.522
E06,Air Red,Billed Wt,235.526
E06,Air White,Billed Wt,996.397
E06,Ground,Billed Wt,2447.378
E07,Air Red,Billed Wt,50.939
E07,Air White,Billed Wt,284.316
E07,Ground,Billed Wt,647.62
E09,Air Red,Billed Wt,80.28
E09,Air White,Billed Wt,368.937
E09,Ground,Billed Wt,2135.105
E10,Air Red,Billed Wt,51.763
E10,Air White,Billed Wt,257.676
E10,Ground,Billed Wt,524.791
E11,Air Red,Billed Wt,93.506
E11,Air White,Billed Wt,392.235
E11,Ground,Billed Wt,855.846
E16,Air Red,Billed Wt,64.677
E16,Air White,Billed Wt,358.594
E16,Ground,Billed Wt,1071.942
E20,Air Red,Billed Wt,17.7
E20,Air White,Billed Wt,96.329
E20,Ground,Billed Wt,168.022
E21,Air Red,Billed Wt,447.802
E21,Air White,Billed Wt,1585.841
E21,Ground,Billed Wt,2777.198
E23,Air Red,Billed Wt,102.282
E23,Air White,Billed Wt,717.275
E23,Ground,Billed Wt,1319.208
E24,Air Red,Billed Wt,21.012
E24,Air White,Billed Wt,169.716
E24,Ground,Billed Wt,263.799
H07,Air Red,Billed Wt,261.121
H07,Air White,Billed Wt,946.938
H07,Ground,Billed Wt,542.892
H08,Air Red,Billed Wt,518.708
H08,Air White,Billed Wt,1608.798
H08,Ground,Billed Wt,1683.832
H09,Air Red,Billed Wt,378.303
H09,Air White,Billed Wt,1632.908
H09,Ground,Billed Wt,2072.459
H10,Air Red,Billed Wt,224.868
H10,Air White,Billed Wt,750.443
H10,Ground,Billed Wt,1542.854
H11,Air Red,Billed Wt,328.834
H11,Air White,Billed Wt,1425.45
H11,Ground,Billed Wt,1920.721
H17,Air Red,Billed Wt,162.193
H17,Air White,Billed Wt,817.318
H17,Ground,Billed Wt,2147.321
H37,Air Red,Billed Wt,137.5
H37,Air White,Billed Wt,661.476
H37,Ground,Billed Wt,2079.846
H42,Air Red,Billed Wt,135.131
H42,Air White,Billed Wt,601.909
H42,Ground,Billed Wt,2062.616
H48,Air Red,Billed Wt,229.64
H48,Air White,Billed Wt,1169.284
H48,Ground,Billed Wt,1551.215
H53,Air Red,Billed Wt,123.349
H53,Air White,Billed Wt,618.641
H53,Ground,Billed Wt,1955.282
H70,Air Red,Billed Wt,969.784
H70,Air White,Billed Wt,3334.99
H70,Ground,Billed Wt,3504.604
H71,Air Red,Billed Wt,440.106
H71,Air White,Billed Wt,1334.244
H71,Ground,Billed Wt,2097.434
H74,Air Red,Billed Wt,313.319
H74,Air White,Billed Wt,1183.591
H74,Ground,Billed Wt,1163.296
H75,Air Red,Billed Wt,150.789
H75,Air White,Billed Wt,712.358
H75,Ground,Billed Wt,577.231
H79,Air Red,Billed Wt,351.186
H79,Air White,Billed Wt,1702.177
H79,Ground,Billed Wt,2329.735
H80,Air Red,Billed Wt,393.179
H80,Air White,Billed Wt,1910.024
H80,Ground,Billed Wt,2253.463
H91,Air Red,Billed Wt,173.126
H91,Air White,Billed Wt,900.614
H91,Ground,Billed Wt,1984.976
H92,Air Red,Billed Wt,93.342
H92,Air White,Billed Wt,590.552
H92,Ground,Billed Wt,1245.314
H96,Air Red,Billed Wt,141.671
H96,Air White,Billed Wt,655.378
H96,Ground,Billed Wt,1586.136
H98,Air Red,Billed Wt,79.7
H98,Air White,Billed Wt,399.388
H98,Ground,Billed Wt,995.961
I02,Air Red,Billed Wt,146.192
