des_branch_code,service_type,type,sum
I02,Air White,Billed Wt,519.523
I02,Ground,Billed Wt,1502.658
I03,Air Red,Billed Wt,47.862
I03,Air White,Billed Wt,238.456
I03,Ground,Billed Wt,641.935
I07,Air Red,Billed Wt,31.318
I07,Air White,Billed Wt,123.988
I07,Ground,Billed Wt,408.2
I08,Air Red,Billed Wt,270.616
I08,Air White,Billed Wt,550.37
I08,Ground,Billed Wt,2452.474
I11,Air Red,Billed Wt,21.263
I11,Air White,Billed Wt,99.315
I11,Ground,Billed Wt,309.181
I16,Air Red,Billed Wt,25.647
I16,Air White,Billed Wt,89.046
I16,Ground,Billed Wt,267.385
I19,Air Red,Billed Wt,57.082
I19,Air White,Billed Wt,159.426
I19,Ground,Billed Wt,972.916
I20,Air Red,Billed Wt,33.189
I20,Air White,Billed Wt,98.311
I20,Ground,Billed Wt,273.064
I29,Air Red,Billed Wt,12.439
I29,Air White,Billed Wt,42.22
I29,Ground,Billed Wt,221.437
I30,Air Red,Billed Wt,16.024
I30,Air White,Billed Wt,65.468
I30,Ground,Billed Wt,242.31
I34,Air Red,Billed Wt,28.389
I34,Air White,Billed Wt,89.271
I34,Ground,Billed Wt,425.059
I39,Air Red,Billed Wt,15.236
I39,Air White,Billed Wt,69.723
I39,Ground,Billed Wt,205.724
I40,Air Red,Billed Wt,91.886
I40,Air White,Billed Wt,236.767
I40,Ground,Billed Wt,774.546
I41,Air Red,Billed Wt,25.085
I41,Air White,Billed Wt,76.662
I41,Ground,Billed Wt,137.283
I42,Air Red,Billed Wt,281.386
I42,Air White,Billed Wt,625.173
I42,Ground,Billed Wt,790.135
I43,Air Red,Billed Wt,213.047
I43,Air White,Billed Wt,544.859
I43,Ground,Billed Wt,879.759
I44,Air Red,Billed Wt,22.105
I44,Air White,Billed Wt,83.884
I44,Ground,Billed Wt,835.746
I45,Air Red,Billed Wt,15.608
I45,Air White,Billed Wt,52.519
I45,Ground,Billed Wt,220.926
I46,Air Red,Billed Wt,348.147
I46,Air White,Billed Wt,904.383
I46,Ground,Billed Wt,2252.411
I48,Air Red,Billed Wt,0.0
I48,Air White,Billed Wt,2.814
I48,Ground,Billed Wt,3.461
J01,Air Red,Billed Wt,525.72
J01,Air White,Billed Wt,1347.36
J01,Ground,Billed Wt,2742.988
J02,Air Red,Billed Wt,357.438
J02,Air White,Billed Wt,1285.706
J02,Ground,Billed Wt,3189.17
J03,Air Red,Billed Wt,727.917
J03,Air White,Billed Wt,2040.978
J03,Ground,Billed Wt,4208.498
J04,Air Red,Billed Wt,132.705
J04,Air White,Billed Wt,577.774
J04,Ground,Billed Wt,1018.01
J05,Air Red,Billed Wt,244.261
J05,Air White,Billed Wt,1037.594
J05,Ground,Billed Wt,2150.848
J06,Air Red,Billed Wt,36.972
J06,Air White,Billed Wt,136.693
J06,Ground,Billed Wt,524.712
J07,Air Red,Billed Wt,135.836
J07,Air White,Billed Wt,704.402
J07,Ground,Billed Wt,1532.599
J08,Air Red,Billed Wt,166.926
J08,Air White,Billed Wt,861.105
J08,Ground,Billed Wt,2105.079
J11,Air Red,Billed Wt,78.302
J11,Air White,Billed Wt,346.529
J11,Ground,Billed Wt,1096.249
J12,Air Red,Billed Wt,97.056
J12,Air White,Billed Wt,428.911
J12,Ground,Billed Wt,1142.762
J13,Air Red,Billed Wt,287.292
J13,Air White,Billed Wt,1152.009
J13,Ground,Billed Wt,1767.928
J14,Air Red,Billed Wt,63.524
J14,Air White,Billed Wt,296.468
J14,Ground,Billed Wt,827.113
J15,Air Red,Billed Wt,121.756
J15,Air White,Billed Wt,451.632
J15,Ground,Billed Wt,956.732
J16,Air Red,Billed Wt,104.329
J16,Air White,Billed Wt,569.398
J16,Ground,Billed Wt,1204.163
J17,Air Red,Billed Wt,46.312
J17,Air White,Billed Wt,263.284
J17,Ground,Billed Wt,437.269
J18,Air Red,Billed Wt,138.785
J18,Air White,Billed Wt,733.788
J18,Ground,Billed Wt,1578.024
J19,Air Red,Billed Wt,100.014
J19,Air White,Billed Wt,521.128
J19,Ground,Billed Wt,1653.632
J20,Air Red,Billed Wt,48.79
J20,Air White,Billed Wt,314.973
J20,Ground,Billed Wt,1133.537
J21,Air Red,Billed Wt,221.045
J21,Air White,Billed Wt,802.411
J21,Ground,Billed Wt,1507.951
J25,Air Red,Billed Wt,168.88
J25,Air White,Billed Wt,690.934
J25,Ground,Billed Wt,2410.338
J26,Air Red,Billed Wt,214.093
J26,Air White,Billed Wt,728.745
J26,Ground,Billed Wt,2180.586
J36,Air Red,Billed Wt,40.43
J36,Air White,Billed Wt,219.067
J36,Ground,Billed Wt,600.629
J37,Air Red,Billed Wt,74.886
J37,Air White,Billed Wt,323.705
J37,Ground,Billed Wt,684.904
J39,Air Red,Billed Wt,96.9
J39,Air White,Billed Wt,273.094
J39,Ground,Billed Wt,622.665
J48,Air Red,Billed Wt,64.811
J48,Air White,Billed Wt,323.043
J48,Ground,Billed Wt,734.401
J50,Air Red,Billed Wt,70.766
J50,Air White,Billed Wt,320.049
J50,Ground,Billed Wt,758.233
J54,Air Red,Billed Wt,59.54
J54,Air White,Billed Wt,259.482
J54,Ground,Billed Wt,144.534
K01,Air Red,Billed Wt,156.226
K01,Air White,Billed Wt,533.905
K01,Ground,Billed Wt,116.329
K03,Air Red,Billed Wt,51.307
K03,Air White,Billed Wt,196.246
K03,Ground,Billed Wt,870.243
K04,Air Red,Billed Wt,73.836
K04,Air White,Billed Wt,285.748
K04,Ground,Billed Wt,77.97
K05,Air Red,Billed Wt,703.267
K05,Air White,Billed Wt,1942.07
K05,Ground,Billed Wt,3719.136
K06,Air Red,Billed Wt,272.242
K06,Air White,Billed Wt,1060.318
K06,Ground,Billed Wt,2923.242
K07,Air Red,Billed Wt,385.305
K07,Air White,Billed Wt,1174.693
K07,Ground,Billed Wt,2492.086
K08,Air Red,Billed Wt,221.702
K08,Air White,Billed Wt,603.857
K08,Ground,Billed Wt,1092.112
K104,Air Red,Billed Wt,17.912
K104,Air White,Billed Wt,44.124
K104,Ground,Billed Wt,182.371
K119,Air Red,Billed Wt,19.952
K119,Air White,Billed Wt,91.059
K119,Ground,Billed Wt,368.439
K129,Air Red,Billed Wt,41.406
K129,Air White,Billed Wt,133.979
K129,Ground,Billed Wt,143.954
K132,Air Red,Billed Wt,0.0
K132,Air White,Billed Wt,0.014
K132,Ground,Billed Wt,0.0
K14,Air Red,Billed Wt,191.302
K14,Air White,Billed Wt,464.304
K14,Ground,Billed Wt,1311.11
K15,Air Red,Billed Wt,216.016
K15,Air White,Billed Wt,445.083
K15,Ground,Billed Wt,505.915
K22,Air Red,Billed Wt,133.47
K22,Air White,Billed Wt,491.933
K22,Ground,Billed Wt,1400.547
K23,Air Red,Billed Wt,204.023
K23,Air White,Billed Wt,648.146
K23,Ground,Billed Wt,3268.974
K27,Air Red,Billed Wt,27.329
K27,Air White,Billed Wt,122.355
K27,Ground,Billed Wt,542.182
K28,Air Red,Billed Wt,645.412
K28,Air White,Billed Wt,1287.38
K28,Ground,Billed Wt,4191.564
K29,Air Red,Billed Wt,37.678
K29,Air White,Billed Wt,141.733
K29,Ground,Billed Wt,547.712
K32,Air Red,Billed Wt,124.305
K32,Air White,Billed Wt,482.406
K32,Ground,Billed Wt,1710.948
K37,Air Red,Billed Wt,120.962
K37,Air White,Billed Wt,406.931
K37,Ground,Billed Wt,1586.779
K39,Air Red,Billed Wt,270.678
K39,Air White,Billed Wt,699.846
K39,Ground,Billed Wt,158.265
K40,Air Red,Billed Wt,173.889
K40,Air White,Billed Wt,611.916
K40,Ground,Billed Wt,1671.61
K45,Air Red,Billed Wt,176.107
K45,Air White,Billed Wt,426.775
K45,Ground,Billed Wt,1497.85
K51,Air Red,Billed Wt,27.757
K51,Air White,Billed Wt,132.717
K51,Ground,Billed Wt,420.89
K54,Air Red,Billed Wt,12.635
K54,Air White,Billed Wt,83.376
K54,Ground,Billed Wt,301.636
K56,Air Red,Billed Wt,58.402
K56,Air White,Billed Wt,156.227
K56,Ground,Billed Wt,0.572
K63,Air Red,Billed Wt,76.621
K63,Air White,Billed Wt,245.891
K63,Ground,Billed Wt,946.815
K68,Air Red,Billed Wt,171.279
K68,Air White,Billed Wt,494.721
K68,Ground,Billed Wt,116.731
K72,Air Red,Billed Wt,219.477
K72,Air White,Billed Wt,696.288
K72,Ground,Billed Wt,3198.175
K74,Air Red,Billed Wt,252.502
K74,Air White,Billed Wt,954.093
K74,Ground,Billed Wt,3087.475
K75,Air Red,Billed Wt,316.068
K75,Air White,Billed Wt,1011.024
K75,Ground,Billed Wt,1753.479
K79,Air Red,Billed Wt,65.525
K79,Air White,Billed Wt,208.476
K79,Ground,Billed Wt,849.379
K81,Air Red,Billed Wt,438.384
K81,Air White,Billed Wt,1070.68
K81,Ground,Billed Wt,2865.573
K82,Air Red,Billed Wt,9.968
K82,Air White,Billed Wt,54.594
K82,Ground,Billed Wt,129.04
K84,Air Red,Billed Wt,12.549
K84,Air White,Billed Wt,36.875
K84,Ground,Billed Wt,56.772
K85,Air Red,Billed Wt,87.474
K85,Air White,Billed Wt,304.974
K85,Ground,Billed Wt,1211.119
K88,Air Red,Billed Wt,147.214
K88,Air White,Billed Wt,323.453
K88,Ground,Billed Wt,71.671
K89,Air Red,Billed Wt,40.981
K89,Air White,Billed Wt,153.998
K89,Ground,Billed Wt,385.378
L02,Air Red,Billed Wt,554.604
L02,Air White,Billed Wt,1214.764
L02,Ground,Billed Wt,343.305
L03,Air Red,Billed Wt,231.162
L03,Air White,Billed Wt,767.823
L03,Ground,Billed Wt,932.544
L04,Air Red,Billed Wt,2252.187
L04,Air White,Billed Wt,2339.456
L04,Ground,Billed Wt,4480.082
L05,Air Red,Billed Wt,88.57
L05,Air White,Billed Wt,353.067
L05,Ground,Billed Wt,1191.874
L23,Air Red,Billed Wt,248.577
L23,Air White,Billed Wt,797.848
L23,Ground,Billed Wt,3253.262
L27,Air Red,Billed Wt,337.773
L27,Air White,Billed Wt,1003.189
L27,Ground,Billed Wt,689.13
L28,Air Red,Billed Wt,9.841
L28,Air White,Billed Wt,75.6
L28,Ground,Billed Wt,227.048
M01,Air Red,Billed Wt,1071.842
M01,Air White,Billed Wt,2113.32
M01,Ground,Billed Wt,2145.443
M02,Air Red,Billed Wt,414.857
M02,Air White,Billed Wt,882.501
M02,Ground,Billed Wt,1119.441
M04,Air Red,Billed Wt,376.472
M04,Air White,Billed Wt,746.103
M04,Ground,Billed Wt,1112.046
M05,Air Red,Billed Wt,675.894
M05,Air White,Billed Wt,1645.924
M05,Ground,Billed Wt,2105.972
M06,Air Red,Billed Wt,340.24
M06,Air White,Billed Wt,938.941
M06,Ground,Billed Wt,1077.991
M07,Air Red,Billed Wt,586.698
M07,Air White,Billed Wt,1808.751
M07,Ground,Billed Wt,1821.962
M08,Air Red,Billed Wt,500.273
M08,Air White,Billed Wt,1376.975
M08,Ground,Billed Wt,2109.723
M35,Air Red,Billed Wt,170.639
M35,Air White,Billed Wt,290.098
M35,Ground,Billed Wt,2828.943
M39,Air Red,Billed Wt,232.742
M39,Air White,Billed Wt,983.334
M39,Ground,Billed Wt,1400.014
M45,Air Red,Billed Wt,324.261
M45,Air White,Billed Wt,974.393
M45,Ground,Billed Wt,949.168
M46,Air Red,Billed Wt,259.089
M46,Air White,Billed Wt,889.746
M46,Ground,Billed Wt,1620.298
M47,Air Red,Billed Wt,391.721
M47,Air White,Billed Wt,1572.129
M47,Ground,Billed Wt,2010.118
M48,Air Red,Billed Wt,523.544
M48,Air White,Billed Wt,916.033
M48,Ground,Billed Wt,1194.771
M54,Air Red,Billed Wt,395.592
M54,Air White,Billed Wt,1024.819
M54,Ground,Billed Wt,1278.534
M57,Air Red,Billed Wt,58.313
M57,Air White,Billed Wt,231.256
M57,Ground,Billed Wt,466.974
M59,Air Red,Billed Wt,332.105
M59,Air White,Billed Wt,937.829
M59,Ground,Billed Wt,960.818
M61,Air Red,Billed Wt,378.625
M61,Air White,Billed Wt,1068.08
M61,Ground,Billed Wt,1302.342
M63,Air Red,Billed Wt,44.903
M63,Air White,Billed Wt,256.137
M63,Ground,Billed Wt,529.467
M66,Air Red,Billed Wt,213.855
M66,Air White,Billed Wt,787.406
M66,Ground,Billed Wt,1273.347
M68,Air Red,Billed Wt,229.535
M68,Air White,Billed Wt,448.676
M68,Ground,Billed Wt,110.904
M78,Air Red,Billed Wt,487.841
M78,Air White,Billed Wt,1095.13
M78,Ground,Billed Wt,832.834
M80,Air Red,Billed Wt,11.883
M80,Air White,Billed Wt,42.069
M80,Ground,Billed Wt,8.997
M82,Air Red,Billed Wt,0.0
M82,Air White,Billed Wt,0.0
M82,Ground,Billed Wt,0.068
M85,Air Red,Billed Wt,115.632
M85,Air White,Billed Wt,396.734
M85,Ground,Billed Wt,403.858
M87,Air Red,Billed Wt,274.124
M87,Air White,Billed Wt,562.292
M87,Ground,Billed Wt,263.729
N02,Air Red,Billed Wt,412.742
N02,Air White,Billed Wt,1234.678
N02,Ground,Billed Wt,1561.458
N03,Air Red,Billed Wt,444.622
N03,Air White,Billed Wt,1317.182
N03,Ground,Billed Wt,1716.853
N09,Air Red,Billed Wt,329.435
N09,Air White,Billed Wt,1125.268
N09,Ground,Billed Wt,1250.454
N10,Air Red,Billed Wt,374.749
N10,Air White,Billed Wt,752.423
N10,Ground,Billed Wt,698.595
N11,Air Red,Billed Wt,497.548
N11,Air White,Billed Wt,1843.854
N11,Ground,Billed Wt,1908.775
N15,Air Red,Billed Wt,171.284
N15,Air White,Billed Wt,672.48
N15,Ground,Billed Wt,915.766
N17,Air Red,Billed Wt,510.001
N17,Air White,Billed Wt,1760.92
N17,Ground,Billed Wt,1839.909
N31,Air Red,Billed Wt,385.1
N31,Air White,Billed Wt,997.927
N31,Ground,Billed Wt,1550.197
N32,Air Red,Billed Wt,403.17
N32,Air White,Billed Wt,1304.892
N32,Ground,Billed Wt,2054.339
N33,Air Red,Billed Wt,221.365
N33,Air White,Billed Wt,583.23
N33,Ground,Billed Wt,1023.528
N35,Air Red,Billed Wt,297.996
N35,Air White,Billed Wt,1044.057
N35,Ground,Billed Wt,2073.882
N37,Air Red,Billed Wt,372.732
N37,Air White,Billed Wt,1028.556
N37,Ground,Billed Wt,2482.884
N38,Air Red,Billed Wt,296.023
N38,Air White,Billed Wt,1194.415
N38,Ground,Billed Wt,2307.394
N42,Air Red,Billed Wt,182.32
N42,Air White,Billed Wt,610.198
N42,Ground,Billed Wt,567.171
O01,Air Red,Billed Wt,174.518
O01,Air White,Billed Wt,865.392
O01,Ground,Billed Wt,1202.876
O02,Air Red,Billed Wt,450.474
O02,Air White,Billed Wt,2324.959
O02,Ground,Billed Wt,3109.083
O03,Air Red,Billed Wt,204.983
O03,Air White,Billed Wt,1429.868
O03,Ground,Billed Wt,1901.504
O04,Air Red,Billed Wt,458.325
O04,Air White,Billed Wt,2164.765
O04,Ground,Billed Wt,2718.259
O05,Air Red,Billed Wt,471.35
O05,Air White,Billed Wt,1725.463
O05,Ground,Billed Wt,2946.27
O07,Air Red,Billed Wt,304.357
O07,Air White,Billed Wt,1386.276
O07,Ground,Billed Wt,1811.884
O08,Air Red,Billed Wt,312.446
O08,Air White,Billed Wt,1587.55
O08,Ground,Billed Wt,2303.058
O09,Air Red,Billed Wt,250.328
O09,Air White,Billed Wt,1326.366
O09,Ground,Billed Wt,1749.497
O11,Air Red,Billed Wt,196.874
O11,Air White,Billed Wt,996.473
O11,Ground,Billed Wt,1483.008
O12,Air Red,Billed Wt,336.33
O12,Air White,Billed Wt,2443.677
O12,Ground,Billed Wt,2954.475
O13,Air Red,Billed Wt,350.821
O13,Air White,Billed Wt,1557.631
O13,Ground,Billed Wt,2004.624
O14,Air Red,Billed Wt,39.063
O14,Air White,Billed Wt,231.845
O14,Ground,Billed Wt,311.705
O17,Air Red,Billed Wt,35.942
O17,Air White,Billed Wt,166.393
O17,Ground,Billed Wt,217.552
O21,Air Red,Billed Wt,53.426
O21,Air White,Billed Wt,384.153
O21,Ground,Billed Wt,566.554
O23,Air Red,Billed Wt,250.713
O23,Air White,Billed Wt,1112.37
O23,Ground,Billed Wt,366.531
O25,Air Red,Billed Wt,61.449
O25,Air White,Billed Wt,450.768
O25,Ground,Billed Wt,741.089
O60,Air Red,Billed Wt,96.842
O60,Air White,Billed Wt,691.938
O60,Ground,Billed Wt,881.38
O88,Air Red,Billed Wt,141.058
O88,Air White,Billed Wt,706.288
O88,Ground,Billed Wt,986.257
O89,Air Red,Billed Wt,148.718
O89,Air White,Billed Wt,598.777
O89,Ground,Billed Wt,780.273
O90,Air Red,Billed Wt,204.794
O90,Air White,Billed Wt,902.873
O90,Ground,Billed Wt,1149.314
O93,Air Red,Billed Wt,99.934
O93,Air White,Billed Wt,483.26
O93,Ground,Billed Wt,505.89
P04,Air Red,Billed Wt,691.4
P04,Air White,Billed Wt,2287.697
P04,Ground,Billed Wt,3403.512
P06,Air Red,Billed Wt,88.382
P06,Air White,Billed Wt,374.422
P06,Ground,Billed Wt,989.875
P08,Air Red,Billed Wt,81.401
P08,Air White,Billed Wt,451.256
P08,Ground,Billed Wt,1090.301
P09,Air Red,Billed Wt,220.578
P09,Air White,Billed Wt,717.2
P09,Ground,Billed Wt,1889.866
P10,Air Red,Billed Wt,73.584
P10,Air White,Billed Wt,343.074
P10,Ground,Billed Wt,795.659
P11,Air Red,Billed Wt,156.983
P11,Air White,Billed Wt,548.222
P11,Ground,Billed Wt,1112.336
P12,Air Red,Billed Wt,487.092
P12,Air White,Billed Wt,1422.806
P12,Ground,Billed Wt,1757.587
P13,Air Red,Billed Wt,57.713
P13,Air White,Billed Wt,210.409
P13,Ground,Billed Wt,405.064
P15,Air Red,Billed Wt,361.224
P15,Air White,Billed Wt,1094.96
P15,Ground,Billed Wt,1614.22
P16,Air Red,Billed Wt,74.427
P16,Air White,Billed Wt,295.369
P16,Ground,Billed Wt,684.587
P17,Air Red,Billed Wt,55.717
P17,Air White,Billed Wt,248.913
P17,Ground,Billed Wt,715.459
P19,Air Red,Billed Wt,387.271
P19,Air White,Billed Wt,1482.19
P19,Ground,Billed Wt,2948.093
P20,Air Red,Billed Wt,66.083
P20,Air White,Billed Wt,352.098
P20,Ground,Billed Wt,910.161
P21,Air Red,Billed Wt,12.191
P21,Air White,Billed Wt,65.8
P21,Ground,Billed Wt,136.67
P22,Air Red,Billed Wt,223.065
P22,Air White,Billed Wt,842.976
P22,Ground,Billed Wt,1348.391
P24,Air Red,Billed Wt,581.719
P24,Air White,Billed Wt,1343.569
P24,Ground,Billed Wt,1909.84
P25,Air Red,Billed Wt,53.03
P25,Air White,Billed Wt,244.132
P25,Ground,Billed Wt,684.098
P26,Air Red,Billed Wt,10.74
P26,Air White,Billed Wt,60.72
P26,Ground,Billed Wt,131.102
P27,Air Red,Billed Wt,308.269
P27,Air White,Billed Wt,1165.262
P27,Ground,Billed Wt,1738.271
P28,Air Red,Billed Wt,12.349
P28,Air White,Billed Wt,69.624
P28,Ground,Billed Wt,190.842
P29,Air Red,Billed Wt,17.593
P29,Air White,Billed Wt,74.5
P29,Ground,Billed Wt,212.226
P32,Air Red,Billed Wt,26.625
P32,Air White,Billed Wt,159.833
P32,Ground,Billed Wt,321.942
P38,Air Red,Billed Wt,35.209
P38,Air White,Billed Wt,210.2
P38,Ground,Billed Wt,545.565
P44,Air Red,Billed Wt,0.0
P44,Air White,Billed Wt,0.669
P44,Ground,Billed Wt,14.76
P50,Air Red,Billed Wt,287.74
P50,Air White,Billed Wt,871.334
P50,Ground,Billed Wt,1853.459
P56,Air Red,Billed Wt,42.054
P56,Air White,Billed Wt,147.962
P56,Ground,Billed Wt,389.742
P57,Air Red,Billed Wt,30.645
P57,Air White,Billed Wt,140.137
P57,Ground,Billed Wt,394.24
P58,Air Red,Billed Wt,17.337
P58,Air White,Billed Wt,112.605
P58,Ground,Billed Wt,334.146
P60,Air Red,Billed Wt,19.095
P60,Air White,Billed Wt,98.024
P60,Ground,Billed Wt,227.633
P61,Air Red,Billed Wt,25.987
P61,Air White,Billed Wt,111.42
P61,Ground,Billed Wt,204.211
P62,Air Red,Billed Wt,19.745
P62,Air White,Billed Wt,91.485
P62,Ground,Billed Wt,160.34
P65,Air Red,Billed Wt,74.104
P65,Air White,Billed Wt,291.314
P65,Ground,Billed Wt,637.822
P71,Air Red,Billed Wt,5.009
P71,Air White,Billed Wt,30.951
P71,Ground,Billed Wt,56.23
P72,Air Red,Billed Wt,17.675
P72,Air White,Billed Wt,92.974
P72,Ground,Billed Wt,185.306
P73,Air Red,Billed Wt,71.744
P73,Air White,Billed Wt,260.128
P73,Ground,Billed Wt,576.694
P74,Air Red,Billed Wt,12.322
P74,Air White,Billed Wt,66.943
P74,Ground,Billed Wt,114.587
Q01,Air Red,Billed Wt,306.18
Q01,Air White,Billed Wt,701.513
Q01,Ground,Billed Wt,763.084
Q02,Air Red,Billed Wt,276.427
Q02,Air White,Billed Wt,772.907
Q02,Ground,Billed Wt,2011.284
Q03,Air Red,Billed Wt,149.895
Q03,Air White,Billed Wt,503.239
Q03,Ground,Billed Wt,1471.116
Q04,Air Red,Billed Wt,227.362
Q04,Air White,Billed Wt,745.99
Q04,Ground,Billed Wt,1816.894
Q06,Air Red,Billed Wt,458.458
Q06,Air White,Billed Wt,1226.406
Q06,Ground,Billed Wt,4075.488
Q07,Air Red,Billed Wt,62.456
Q07,Air White,Billed Wt,270.641
Q07,Ground,Billed Wt,693.116
Q09,Air Red,Billed Wt,123.821
Q09,Air White,Billed Wt,456.854
Q09,Ground,Billed Wt,1095.058
Q10,Air Red,Billed Wt,20.564
Q10,Air White,Billed Wt,93.224
Q10,Ground,Billed Wt,292.006
Q11,Air Red,Billed Wt,80.922
Q11,Air White,Billed Wt,342.384
Q11,Ground,Billed Wt,799.826
Q12,Air Red,Billed Wt,82.687
Q12,Air White,Billed Wt,240.41
Q12,Ground,Billed Wt,802.83
Q13,Air Red,Billed Wt,63.377
Q13,Air White,Billed Wt,304.87
Q13,Ground,Billed Wt,911.535
Q14,Air Red,Billed Wt,62.738
Q14,Air White,Billed Wt,217.713
Q14,Ground,Billed Wt,646.042
Q16,Air Red,Billed Wt,72.316
Q16,Air White,Billed Wt,368.302
Q16,Ground,Billed Wt,1269.313
Q17,Air Red,Billed Wt,219.157
Q17,Air White,Billed Wt,565.677
Q17,Ground,Billed Wt,304.126
Q18,Air Red,Billed Wt,17.028
Q18,Air White,Billed Wt,56.419
Q18,Ground,Billed Wt,199.955
Q34,Air Red,Billed Wt,91.487
Q34,Air White,Billed Wt,345.169
Q34,Ground,Billed Wt,861.974
Q35,Air Red,Billed Wt,140.276
Q35,Air White,Billed Wt,497.86
Q35,Ground,Billed Wt,1215.684
Q40,Air Red,Billed Wt,19.631
Q40,Air White,Billed Wt,77.548
Q40,Ground,Billed Wt,267.66
Q41,Air Red,Billed Wt,48.409
Q41,Air White,Billed Wt,98.984
Q41,Ground,Billed Wt,271.719
Q43,Air Red,Billed Wt,3.504
Q43,Air White,Billed Wt,23.542
Q43,Ground,Billed Wt,48.898
Q44,Air Red,Billed Wt,27.913
Q44,Air White,Billed Wt,89.87
Q44,Ground,Billed Wt,234.165
Q48,Air Red,Billed Wt,0.884
Q48,Air White,Billed Wt,241.504
Q48,Ground,Billed Wt,214.554
R02,Air Red,Billed Wt,59.526
R02,Air White,Billed Wt,208.698
R02,Ground,Billed Wt,520.765
R04,Air Red,Billed Wt,47.929
R04,Air White,Billed Wt,213.855
R04,Ground,Billed Wt,545.966
R07,Air Red,Billed Wt,106.777
R07,Air White,Billed Wt,303.176
R07,Ground,Billed Wt,1541.614
R08,Air Red,Billed Wt,100.982
R08,Air White,Billed Wt,365.233
R08,Ground,Billed Wt,944.892
R10,Air Red,Billed Wt,27.901
R10,Air White,Billed Wt,104.304
R10,Ground,Billed Wt,273.723
R11,Air Red,Billed Wt,242.325
R11,Air White,Billed Wt,752.798
R11,Ground,Billed Wt,1917.261
R12,Air Red,Billed Wt,62.391
R12,Air White,Billed Wt,249.243
R12,Ground,Billed Wt,570.718
R13,Air Red,Billed Wt,28.444
R13,Air White,Billed Wt,140.689
R13,Ground,Billed Wt,324.801
R19,Air Red,Billed Wt,38.212
R19,Air White,Billed Wt,141.586
R19,Ground,Billed Wt,445.06
R28,Air Red,Billed Wt,24.393
R28,Air White,Billed Wt,128.645
R28,Ground,Billed Wt,335.877
R29,Air Red,Billed Wt,60.2
R29,Air White,Billed Wt,118.138
R29,Ground,Billed Wt,368.67
R32,Air Red,Billed Wt,457.497
R32,Air White,Billed Wt,864.422
R32,Ground,Billed Wt,2013.198
S01,Air Red,Billed Wt,534.868
S01,Air White,Billed Wt,1179.934
S01,Ground,Billed Wt,1096.552
S02,Air Red,Billed Wt,365.577
S02,Air White,Billed Wt,1159.192
S02,Ground,Billed Wt,1868.54
S03,Air Red,Billed Wt,274.647
S03,Air White,Billed Wt,684.564
S03,Ground,Billed Wt,290.859
S04,Air Red,Billed Wt,682.52
S04,Air White,Billed Wt,1688.02
S04,Ground,Billed Wt,3084.345
S09,Air Red,Billed Wt,288.678
S09,Air White,Billed Wt,887.997
S09,Ground,Billed Wt,346.116
S17,Air Red,Billed Wt,310.028
S17,Air White,Billed Wt,767.693
S17,Ground,Billed Wt,617.987
S26,Air Red,Billed Wt,252.786
S26,Air White,Billed Wt,614.587
S26,Ground,Billed Wt,613.509
S27,Air Red,Billed Wt,203.296
S27,Air White,Billed Wt,802.677
S27,Ground,Billed Wt,1547.212
T03,Air Red,Billed Wt,297.176
T03,Air White,Billed Wt,776.016
T03,Ground,Billed Wt,1914.498
T04,Air Red,Billed Wt,184.612
T04,Air White,Billed Wt,475.885
T04,Ground,Billed Wt,1623.981
T05,Air Red,Billed Wt,86.405
T05,Air White,Billed Wt,221.497
T05,Ground,Billed Wt,749.066
T06,Air Red,Billed Wt,58.808
T06,Air White,Billed Wt,159.344
T06,Ground,Billed Wt,626.084
T07,Air Red,Billed Wt,65.991
T07,Air White,Billed Wt,169.026
T07,Ground,Billed Wt,487.446
T09,Air Red,Billed Wt,54.088
T09,Air White,Billed Wt,176.477
T09,Ground,Billed Wt,520.344
T10,Air Red,Billed Wt,323.318
T10,Air White,Billed Wt,640.884
T10,Ground,Billed Wt,2914.844
T13,Air Red,Billed Wt,114.58
T13,Air White,Billed Wt,250.458
T13,Ground,Billed Wt,1138.923
T14,Air Red,Billed Wt,0.634
T14,Air White,Billed Wt,1.266
T14,Ground,Billed Wt,0.216
T15,Air Red,Billed Wt,25.898
T15,Air White,Billed Wt,111.502
T15,Ground,Billed Wt,359.09
T16,Air Red,Billed Wt,23.65
T16,Air White,Billed Wt,83.156
T16,Ground,Billed Wt,269.094
T18,Air Red,Billed Wt,15.149
T18,Air White,Billed Wt,65.948
T18,Ground,Billed Wt,165.323
T26,Air Red,Billed Wt,45.004
T26,Air White,Billed Wt,164.796
T26,Ground,Billed Wt,600.509
T32,Air Red,Billed Wt,229.318
T32,Air White,Billed Wt,581.176
T32,Ground,Billed Wt,432.302
T34,Air Red,Billed Wt,47.056
T34,Air White,Billed Wt,148.176
T34,Ground,Billed Wt,512.078
T36,Air Red,Billed Wt,36.961
T36,Air White,Billed Wt,120.116
T36,Ground,Billed Wt,537.301
T38,Air Red,Billed Wt,11.986
T38,Air White,Billed Wt,60.87
T38,Ground,Billed Wt,235.166
T39,Air Red,Billed Wt,17.04
T39,Air White,Billed Wt,60.686
T39,Ground,Billed Wt,205.152
T40,Air Red,Billed Wt,32.843
T40,Air White,Billed Wt,93.213
T40,Ground,Billed Wt,275.448
T42,Air Red,Billed Wt,37.246
T42,Air White,Billed Wt,125.846
T42,Ground,Billed Wt,634.363
T85,Air Red,Billed Wt,17.477
